epoch,mode,lr,batch_size,k,kf,model,dataset,rank,numiterations,train_loss_site_0,test_loss_site_0,train_acc_site_0,test_acc_site_0,val_acc_site_0,test_acc_avg,test_loss_avg,test_acc_ensemble,test_loss_ensemble,val_acc_avg,val_loss_avg,val_acc_ensemble,val_loss_ensemble
0,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,1.4842965602874756,4.018105506896973,0.140625,0.32608695652173914,0.0,0.32608695652173914,1.4990465641021729,0.32608695652173914,1.4990465641021729,0.0,0.0,0.0,0
1,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,1.2273503541946411,3.51383113861084,0.484375,0.5289855072463768,0.0,0.5289855072463768,1.202265739440918,0.5289855072463768,1.202265739440918,0.0,0.0,0.0,0
2,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,1.0294007062911987,3.121330976486206,0.734375,0.6231884057971014,0.0,0.6231884057971014,0.9635184407234192,0.6231884057971014,0.9635184407234192,0.0,0.0,0.0,0
3,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.8772966265678406,2.8145341873168945,0.8125,0.6231884057971014,0.0,0.6231884057971014,0.7743411660194397,0.6231884057971014,0.7743411660194397,0.0,0.0,0.0,0
4,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.7568367123603821,2.5742974281311035,0.859375,0.6521739130434783,0.0,0.6521739130434783,0.627763569355011,0.6521739130434783,0.627763569355011,0.0,0.0,0.0,0
5,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.6587156057357788,2.3851308822631836,0.921875,0.6594202898550725,0.0,0.6594202898550725,0.5173147916793823,0.6594202898550725,0.5173147916793823,0.0,0.0,0.0,0
6,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.5773138403892517,2.233466625213623,0.921875,0.6521739130434783,0.0,0.6521739130434783,0.43404778838157654,0.6521739130434783,0.43404778838157654,0.0,0.0,0.0,0
7,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.5075997114181519,2.1118009090423584,0.9375,0.6666666666666666,0.0,0.6666666666666666,0.37349262833595276,0.6666666666666666,0.37349262833595276,0.0,0.0,0.0,0
8,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.4467208981513977,2.0123353004455566,0.953125,0.6594202898550725,0.0,0.6594202898550725,0.3294059634208679,0.6594202898550725,0.3294059634208679,0.0,0.0,0.0,0
9,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.3931763470172882,1.9292333126068115,0.953125,0.6666666666666666,0.0,0.6666666666666666,0.2970355153083801,0.6666666666666666,0.2970355153083801,0.0,0.0,0.0,0
10,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.3463153541088104,1.8588205575942993,0.953125,0.6884057971014492,0.0,0.6884057971014492,0.2740250527858734,0.6884057971014492,0.2740250527858734,0.0,0.0,0.0,0
11,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.3051358163356781,1.7988978624343872,0.953125,0.6884057971014492,0.0,0.6884057971014492,0.2576065957546234,0.6884057971014492,0.2576065957546234,0.0,0.0,0.0,0
12,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.2688068151473999,1.747044324874878,0.953125,0.6956521739130435,0.0,0.6956521739130435,0.24538373947143555,0.6956521739130435,0.24538373947143555,0.0,0.0,0.0,0
13,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.23697911202907562,1.700992226600647,0.984375,0.7028985507246377,0.0,0.7028985507246377,0.23456056416034698,0.7028985507246377,0.23456056416034698,0.0,0.0,0.0,0
14,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.20881149172782898,1.6599006652832031,0.984375,0.717391304347826,0.0,0.717391304347826,0.22398822009563446,0.717391304347826,0.22398822009563446,0.0,0.0,0.0,0
15,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.1838337630033493,1.6228210926055908,0.984375,0.7246376811594203,0.0,0.7246376811594203,0.21313674747943878,0.7246376811594203,0.21313674747943878,0.0,0.0,0.0,0
16,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.1617080718278885,1.589440941810608,1.0,0.7318840579710145,0.0,0.7318840579710145,0.201590895652771,0.7318840579710145,0.201590895652771,0.0,0.0,0.0,0
17,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.14218395948410034,1.5592677593231201,1.0,0.7318840579710145,0.0,0.7318840579710145,0.18957345187664032,0.7318840579710145,0.18957345187664032,0.0,0.0,0.0,0
18,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.12496329098939896,1.5324405431747437,1.0,0.7318840579710145,0.0,0.7318840579710145,0.17742927372455597,0.7318840579710145,0.17742927372455597,0.0,0.0,0.0,0
19,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.10981114208698273,1.5091995000839233,1.0,0.7318840579710145,0.0,0.7318840579710145,0.16546490788459778,0.7318840579710145,0.16546490788459778,0.0,0.0,0.0,0
20,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.09651658684015274,1.4892988204956055,1.0,0.7463768115942029,0.0,0.7463768115942029,0.15411829948425293,0.7463768115942029,0.15411829948425293,0.0,0.0,0.0,0
21,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.08499278128147125,1.4725233316421509,1.0,0.7463768115942029,0.0,0.7463768115942029,0.14357951283454895,0.7463768115942029,0.14357951283454895,0.0,0.0,0.0,0
22,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.07499620318412781,1.458632469177246,1.0,0.7536231884057971,0.0,0.7536231884057971,0.13411374390125275,0.7536231884057971,0.13411374390125275,0.0,0.0,0.0,0
23,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.06627611815929413,1.4468905925750732,1.0,0.7536231884057971,0.0,0.7536231884057971,0.1256527453660965,0.7536231884057971,0.1256527453660965,0.0,0.0,0.0,0
24,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.05867357924580574,1.4369555711746216,1.0,0.7463768115942029,0.0,0.7463768115942029,0.11788766086101532,0.7463768115942029,0.11788766086101532,0.0,0.0,0.0,0
25,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.05207685008645058,1.4289199113845825,1.0,0.7463768115942029,0.0,0.7463768115942029,0.11083237826824188,0.7463768115942029,0.11083237826824188,0.0,0.0,0.0,0
26,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.04636269062757492,1.4227195978164673,1.0,0.7391304347826086,0.0,0.7391304347826086,0.10450265556573868,0.7391304347826086,0.10450265556573868,0.0,0.0,0.0,0
27,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.04140649735927582,1.4178471565246582,1.0,0.7391304347826086,0.0,0.7391304347826086,0.09865009784698486,0.7391304347826086,0.09865009784698486,0.0,0.0,0.0,0
28,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.037104737013578415,1.4139646291732788,1.0,0.7391304347826086,0.0,0.7391304347826086,0.09319901466369629,0.7391304347826086,0.09319901466369629,0.0,0.0,0.0,0
29,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.03336836025118828,1.4112361669540405,1.0,0.7463768115942029,0.0,0.7463768115942029,0.08812801539897919,0.7463768115942029,0.08812801539897919,0.0,0.0,0.0,0
30,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.0301252081990242,1.4096380472183228,1.0,0.7463768115942029,0.0,0.7463768115942029,0.08343620598316193,0.7463768115942029,0.08343620598316193,0.0,0.0,0.0,0
31,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.027295570820569992,1.409142255783081,1.0,0.7463768115942029,0.0,0.7463768115942029,0.07911963760852814,0.7463768115942029,0.07911963760852814,0.0,0.0,0.0,0
32,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.024810556322336197,1.4095592498779297,1.0,0.7463768115942029,0.0,0.7463768115942029,0.07507529109716415,0.7463768115942029,0.07507529109716415,0.0,0.0,0.0,0
33,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.02262478694319725,1.4106199741363525,1.0,0.7463768115942029,0.0,0.7463768115942029,0.07124731689691544,0.7463768115942029,0.07124731689691544,0.0,0.0,0.0,0
34,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.02070087194442749,1.4122822284698486,1.0,0.7463768115942029,0.0,0.7463768115942029,0.06763438880443573,0.7463768115942029,0.06763438880443573,0.0,0.0,0.0,0
35,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.018996551632881165,1.414451241493225,1.0,0.7463768115942029,0.0,0.7463768115942029,0.06426525115966797,0.7463768115942029,0.06426525115966797,0.0,0.0,0.0,0
36,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.017485424876213074,1.417083740234375,1.0,0.7463768115942029,0.0,0.7463768115942029,0.06115870550274849,0.7463768115942029,0.06115870550274849,0.0,0.0,0.0,0
37,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.016141459345817566,1.420162558555603,1.0,0.7463768115942029,0.0,0.7463768115942029,0.05829904228448868,0.7463768115942029,0.05829904228448868,0.0,0.0,0.0,0
38,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.014947045594453812,1.4236994981765747,1.0,0.7463768115942029,0.0,0.7463768115942029,0.05566608905792236,0.7463768115942029,0.05566608905792236,0.0,0.0,0.0,0
39,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.013884063810110092,1.4276478290557861,1.0,0.7463768115942029,0.0,0.7463768115942029,0.053264737129211426,0.7463768115942029,0.053264737129211426,0.0,0.0,0.0,0
40,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.012934789061546326,1.431989073753357,1.0,0.7463768115942029,0.0,0.7463768115942029,0.05108954757452011,0.7463768115942029,0.05108954757452011,0.0,0.0,0.0,0
41,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.012084905058145523,1.4365935325622559,1.0,0.7463768115942029,0.0,0.7463768115942029,0.04912757873535156,0.7463768115942029,0.04912757873535156,0.0,0.0,0.0,0
42,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.011319760233163834,1.441413164138794,1.0,0.7463768115942029,0.0,0.7463768115942029,0.04736161231994629,0.7463768115942029,0.04736161231994629,0.0,0.0,0.0,0
43,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.010630697011947632,1.4464389085769653,1.0,0.7463768115942029,0.0,0.7463768115942029,0.04577584192156792,0.7463768115942029,0.04577584192156792,0.0,0.0,0.0,0
44,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.010008811950683594,1.451494812965393,1.0,0.7463768115942029,0.0,0.7463768115942029,0.044356584548950195,0.7463768115942029,0.044356584548950195,0.0,0.0,0.0,0
45,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.009445950388908386,1.456484317779541,1.0,0.7463768115942029,0.0,0.7463768115942029,0.04308734089136124,0.7463768115942029,0.04308734089136124,0.0,0.0,0.0,0
46,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.008935995399951935,1.4614404439926147,1.0,0.7536231884057971,0.0,0.7536231884057971,0.04195399209856987,0.7536231884057971,0.04195399209856987,0.0,0.0,0.0,0
47,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.008472952991724014,1.4663394689559937,1.0,0.7536231884057971,0.0,0.7536231884057971,0.04093227535486221,0.7536231884057971,0.04093227535486221,0.0,0.0,0.0,0
48,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.008051715791225433,1.4711558818817139,1.0,0.7536231884057971,0.0,0.7536231884057971,0.04000210762023926,0.7536231884057971,0.04000210762023926,0.0,0.0,0.0,0
49,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.0076669976115226746,1.4758331775665283,1.0,0.7536231884057971,0.0,0.7536231884057971,0.039145372807979584,0.7536231884057971,0.039145372807979584,0.0,0.0,0.0,0
50,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.0073151737451553345,1.4804474115371704,1.0,0.7536231884057971,0.0,0.7536231884057971,0.038363266736269,0.7536231884057971,0.038363266736269,0.0,0.0,0.0,0
51,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.00699266791343689,1.4849894046783447,1.0,0.7536231884057971,0.0,0.7536231884057971,0.037644289433956146,0.7536231884057971,0.037644289433956146,0.0,0.0,0.0,0
52,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.006696060299873352,1.4894664287567139,1.0,0.7536231884057971,0.0,0.7536231884057971,0.03697771951556206,0.7536231884057971,0.03697771951556206,0.0,0.0,0.0,0
53,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.006422743201255798,1.4938706159591675,1.0,0.7536231884057971,0.0,0.7536231884057971,0.03635692596435547,0.7536231884057971,0.03635692596435547,0.0,0.0,0.0,0
54,pooled,0.0001,64,0,5,gru,tapnet-Epilepsy,8,10,0.0061699748039245605,1.498167872428894,1.0,0.7536231884057971,0.0,0.7536231884057971,0.035779811441898346,0.7536231884057971,0.035779811441898346,0.0,0.0,0.0,0
