epoch,mode,lr,batch_size,k,kf,model,dataset,rank,numiterations,"effective_rank_site_0_Linear(in_features=256, out_features=10, bias=False)0","effective_rank_site_0_FakeLinear(input_features=512, output_features=256, bias=False)2","effective_rank_site_0_Linear(in_features=784, out_features=512, bias=False)4","effective_rank_site_1_Linear(in_features=256, out_features=10, bias=False)0","effective_rank_site_1_FakeLinear(input_features=512, output_features=256, bias=False)2","effective_rank_site_1_Linear(in_features=784, out_features=512, bias=False)4","effective_rank_site_agg_Linear(in_features=256, out_features=10, bias=False)0","effective_rank_site_agg_FakeLinear(input_features=512, output_features=256, bias=False)2","effective_rank_site_agg_Linear(in_features=784, out_features=512, bias=False)4",train_loss_site_0,test_loss_site_0,train_acc_site_0,test_acc_site_0,val_acc_site_0,train_loss_site_1,test_loss_site_1,train_acc_site_1,test_acc_site_1,val_acc_site_1,test_acc_avg,test_loss_avg,test_acc_ensemble,test_loss_ensemble,val_acc_avg,val_loss_avg,val_acc_ensemble,val_loss_ensemble
0,rankdad,0.0001,32,2,5,simpleff,mnist,8,10,4.942408376963351,5.310209424083769,5.3285340314136125,5.332460732984293,5.609947643979058,5.62958115183246,10.274869109947645,10.920157068062828,10.958115183246074,0.37816300988197327,126.70818328857422,0.8934023066485753,0.9229,0.0,0.05517664924263954,126.70818328857422,0.8573004157122254,0.9229,0.0,0.9229,0.2471752166748047,0.9077,0.2471752166748047,0.0,0.0,0.0,0
1,rankdad,0.0001,32,2,5,simpleff,mnist,8,10,4.371727748691099,4.857329842931938,4.930628272251309,4.871727748691099,5.363874345549738,5.429319371727749,9.243455497382199,10.221204188481675,10.359947643979057,0.04647207260131836,98.28221893310547,0.9602272727272727,0.9378,0.0,0.0012598905013874173,98.28221893310547,0.9455756341732418,0.9378,0.0,0.9378,0.20952099561691284,0.9295,0.20952099561691284,0.0,0.0,0.0,0
2,rankdad,0.0001,32,2,5,simpleff,mnist,8,10,4.278795811518324,4.75261780104712,4.8390052356020945,4.857329842931938,5.324607329842932,5.37958115183246,9.136125654450261,10.077225130890053,10.218586387434556,0.15634432435035706,76.38268280029297,0.975958276797829,0.9514,0.0,0.0022315545938909054,76.38268280029297,0.9691609400186646,0.9514,0.0,0.9514,0.00033146142959594727,0.9347,0.00033146142959594727,0.0,0.0,0.0,0
3,rankdad,0.0001,32,2,5,simpleff,mnist,8,10,3.962041884816754,4.43717277486911,4.511780104712042,4.615183246073299,5.179319371727749,5.24738219895288,8.577225130890053,9.616492146596858,9.75916230366492,0.007197082042694092,71.47222137451172,0.9843537991858887,0.9551,0.0,0.004097071476280689,71.47222137451172,0.9794264868074998,0.9551,0.0,0.9551,8.52346420288086e-05,0.9277,8.52346420288086e-05,0.0,0.0,0.0,0
4,rankdad,0.0001,32,2,5,simpleff,mnist,8,10,3.994764397905759,4.479057591623037,4.5,4.486910994764398,5.023560209424084,5.0890052356020945,8.481675392670157,9.502617801047121,9.589005235602095,0.0024896860122680664,71.082275390625,0.9891027815468114,0.9575,0.0,1.430511474609375e-05,71.082275390625,0.9847713582760669,0.9575,0.0,0.9575,0.0002014636993408203,0.9255,0.0002014636993408203,0.0,0.0,0.0,0
5,rankdad,0.0001,32,2,5,simpleff,mnist,8,10,3.81151832460733,4.230366492146596,4.291884816753926,4.31151832460733,4.832460732984293,4.9214659685863875,8.12303664921466,9.06282722513089,9.213350785340314,0.003074049949645996,62.71316909790039,0.9907988466757124,0.9616,0.0,0.0001201196137117222,62.71316909790039,0.9867226605582421,0.9616,0.0,0.9616,0.00017392635345458984,0.934,0.00017392635345458984,0.0,0.0,0.0,0
6,rankdad,0.0001,32,2,5,simpleff,mnist,8,10,3.5772251308900525,3.9607329842931938,3.988219895287958,4.027486910994765,4.62958115183246,4.722513089005235,7.604712041884817,8.590314136125654,8.710732984293193,0.04349416494369507,64.34883117675781,0.9909684531886025,0.9627,0.0,0.0005618008435703814,64.34883117675781,0.9882921863069484,0.9627,0.0,0.9627,4.76837158203125e-07,0.9149,4.76837158203125e-07,0.0,0.0,0.0,0
7,rankdad,0.0001,32,2,5,simpleff,mnist,8,10,3.420157068062827,3.774869109947644,3.824607329842932,3.75,4.285340314136126,4.3311518324607325,7.170157068062827,8.06020942408377,8.155759162303665,0.008584350347518921,66.03104400634766,0.9893995929443691,0.9622,0.0,2.5489112886134535e-05,66.03104400634766,0.9866378213285824,0.9622,0.0,0.9622,0.0006500482559204102,0.8974,0.0006500482559204102,0.0,0.0,0.0,0
8,rankdad,0.0001,32,2,5,simpleff,mnist,8,10,3.2159685863874348,3.5641361256544504,3.5916230366492146,3.634816753926702,4.140052356020942,4.1688481675392675,6.850785340314136,7.704188481675392,7.760471204188482,7.11679458618164e-05,64.84750366210938,0.9924101085481682,0.9665,0.0,1.3524835594580509e-05,64.84750366210938,0.9907101043522525,0.9665,0.0,0.9665,3.6954879760742188e-06,0.8664,3.6954879760742188e-06,0.0,0.0,0.0,0
9,rankdad,0.0001,32,2,5,simpleff,mnist,8,10,3.168848167539267,3.488219895287958,3.513089005235602,3.527486910994764,4.026178010471204,4.05890052356021,6.696335078534031,7.5143979057591626,7.571989528795812,0.01379936933517456,59.425052642822266,0.9923677069199457,0.9678,0.0,1.1444091796875e-05,59.425052642822266,0.9902434885891236,0.9678,0.0,0.9678,8.344650268554688e-07,0.8933,8.344650268554688e-07,0.0,0.0,0.0,0
