epoch,mode,lr,batch_size,k,kf,model,dataset,rank,numiterations,"effective_rank_site_0_Linear(in_features=256, out_features=10, bias=False)0","effective_rank_site_0_FakeLinear(input_features=512, output_features=256, bias=False)2","effective_rank_site_0_Linear(in_features=784, out_features=512, bias=False)4","effective_rank_site_1_Linear(in_features=256, out_features=10, bias=False)0","effective_rank_site_1_FakeLinear(input_features=512, output_features=256, bias=False)2","effective_rank_site_1_Linear(in_features=784, out_features=512, bias=False)4","effective_rank_site_agg_Linear(in_features=256, out_features=10, bias=False)0","effective_rank_site_agg_FakeLinear(input_features=512, output_features=256, bias=False)2","effective_rank_site_agg_Linear(in_features=784, out_features=512, bias=False)4",train_loss_site_0,test_loss_site_0,train_acc_site_0,test_acc_site_0,val_acc_site_0,train_loss_site_1,test_loss_site_1,train_acc_site_1,test_acc_site_1,val_acc_site_1,test_acc_avg,test_loss_avg,test_acc_ensemble,test_loss_ensemble,val_acc_avg,val_loss_avg,val_acc_ensemble,val_loss_ensemble
0,rankdad,0.0001,32,2,5,simpleff,mnist,4,10,1.9293193717277486,1.9293193717277486,1.9293193717277486,1.9293193717277486,1.9293193717277486,1.9293193717277486,3.858638743455497,3.858638743455497,3.858638743455497,0.5951380729675293,143.620849609375,0.8728375169606513,0.9101,0.0,0.44157665967941284,143.620849609375,0.8265037753457198,0.9101,0.0,0.9101,0.5401149988174438,0.8995,0.5401149988174438,0.0,0.0,0.0,0
1,rankdad,0.0001,32,2,5,simpleff,mnist,4,10,1.9293193717277486,1.9280104712041886,1.9280104712041886,1.9293193717277486,1.9293193717277486,1.9293193717277486,3.858638743455497,3.857329842931937,3.857329842931937,0.28822314739227295,99.90771484375,0.9475491858887382,0.9274,0.0,0.09014008194208145,99.90771484375,0.9248748621362518,0.9274,0.0,0.9274,0.3892703652381897,0.9195,0.3892703652381897,0.0,0.0,0.0,0
2,rankdad,0.0001,32,2,5,simpleff,mnist,4,10,1.9267015706806283,1.9280104712041886,1.9293193717277486,1.9293193717277486,1.9293193717277486,1.9293193717277486,3.856020942408377,3.857329842931937,3.858638743455497,0.05253441631793976,82.5102767944336,0.9668843283582089,0.9404,0.0,0.014484838582575321,82.5102767944336,0.950835666412149,0.9404,0.0,0.9404,0.14996671676635742,0.9317,0.14996671676635742,0.0,0.0,0.0,0
3,rankdad,0.0001,32,2,5,simpleff,mnist,4,10,1.9267015706806283,1.925392670157068,1.9267015706806283,1.9293193717277486,1.9293193717277486,1.9293193717277486,3.856020942408377,3.8547120418848166,3.856020942408377,0.03505277633666992,72.30979919433594,0.9790959972862958,0.9495,0.0,0.038538239896297455,72.30979919433594,0.967379316195809,0.9495,0.0,0.9495,0.06894981861114502,0.9405,0.06894981861114502,0.0,0.0,0.0,0
4,rankdad,0.0001,32,2,5,simpleff,mnist,4,10,1.9175392670157068,1.9240837696335078,1.9240837696335078,1.9267015706806283,1.9293193717277486,1.9280104712041886,3.844240837696335,3.8534031413612566,3.852094240837696,0.03914898633956909,75.93994903564453,0.9852442333785617,0.9501,0.0,0.004315159749239683,75.93994903564453,0.9771782472215153,0.9501,0.0,0.9501,0.12932556867599487,0.9375,0.12932556867599487,0.0,0.0,0.0,0
5,rankdad,0.0001,32,2,5,simpleff,mnist,4,10,1.9096858638743455,1.9109947643979057,1.9083769633507854,1.925392670157068,1.9280104712041886,1.9267015706806283,3.8350785340314135,3.839005235602094,3.8350785340314135,0.015179812908172607,62.439117431640625,0.9889331750339213,0.9605,0.0,0.0011590610956773162,62.439117431640625,0.9831594129125307,0.9605,0.0,0.9605,0.00030744075775146484,0.9385,0.00030744075775146484,0.0,0.0,0.0,0
6,rankdad,0.0001,32,2,5,simpleff,mnist,4,10,1.9044502617801047,1.9044502617801047,1.9070680628272252,1.925392670157068,1.925392670157068,1.9267015706806283,3.829842931937173,3.829842931937173,3.8337696335078535,0.020878106355667114,62.75443649291992,0.989145183175034,0.9617,0.0,0.04768102988600731,62.75443649291992,0.9838805463646391,0.9617,0.0,0.9617,0.0018990039825439453,0.9358,0.0018990039825439453,0.0,0.0,0.0,0
7,rankdad,0.0001,32,2,5,simpleff,mnist,4,10,1.8900523560209423,1.905759162303665,1.905759162303665,1.9214659685863875,1.9175392670157068,1.918848167539267,3.81151832460733,3.823298429319372,3.824607329842932,0.0006445348262786865,67.28577423095703,0.9899508141112618,0.9616,0.0,0.00023893876641523093,67.28577423095703,0.9858318486468143,0.9616,0.0,0.9616,0.0066509246826171875,0.921,0.0066509246826171875,0.0,0.0,0.0,0
8,rankdad,0.0001,32,2,5,simpleff,mnist,4,10,1.869109947643979,1.8835078534031413,1.8900523560209423,1.9096858638743455,1.9175392670157068,1.918848167539267,3.7787958115183247,3.8010471204188483,3.8089005235602094,0.0008272826671600342,56.895225524902344,0.9915196743554953,0.9668,0.0,1.7426231352146715e-05,56.895225524902344,0.9893526766776958,0.9668,0.0,0.9668,2.5987625122070312e-05,0.9262,2.5987625122070312e-05,0.0,0.0,0.0,0
9,rankdad,0.0001,32,2,5,simpleff,mnist,4,10,1.8534031413612566,1.8664921465968587,1.867801047120419,1.9031413612565444,1.9162303664921465,1.9214659685863875,3.756544502617801,3.782722513089005,3.7892670157068062,0.1416926383972168,58.80585861206055,0.9919436906377205,0.9694,0.0,6.415627012756886e-06,58.80585861206055,0.988419445151438,0.9694,0.0,0.9694,1.3232231140136719e-05,0.9198,1.3232231140136719e-05,0.0,0.0,0.0,0
10,rankdad,0.0001,32,2,5,simpleff,mnist,4,10,1.844240837696335,1.8664921465968587,1.869109947643979,1.9018324607329844,1.9083769633507854,1.9175392670157068,3.7460732984293195,3.774869109947644,3.7866492146596857,0.00015404820442199707,68.1003646850586,0.9941909769335142,0.9646,0.0,8.106231689453125e-05,68.1003646850586,0.9905404258929329,0.9646,0.0,0.9646,0.005457401275634766,0.9141,0.005457401275634766,0.0,0.0,0.0,0
