epoch,mode,lr,batch_size,k,kf,model,dataset,rank,numiterations,"effective_rank_site_0_Linear(in_features=256, out_features=10, bias=False)0","effective_rank_site_0_FakeLinear(input_features=512, output_features=256, bias=False)2","effective_rank_site_0_Linear(in_features=784, out_features=512, bias=False)4","effective_rank_site_1_Linear(in_features=256, out_features=10, bias=False)0","effective_rank_site_1_FakeLinear(input_features=512, output_features=256, bias=False)2","effective_rank_site_1_Linear(in_features=784, out_features=512, bias=False)4","effective_rank_site_agg_Linear(in_features=256, out_features=10, bias=False)0","effective_rank_site_agg_FakeLinear(input_features=512, output_features=256, bias=False)2","effective_rank_site_agg_Linear(in_features=784, out_features=512, bias=False)4",train_loss_site_0,test_loss_site_0,train_acc_site_0,test_acc_site_0,val_acc_site_0,train_loss_site_1,test_loss_site_1,train_acc_site_1,test_acc_site_1,val_acc_site_1,test_acc_avg,test_loss_avg,test_acc_ensemble,test_loss_ensemble,val_acc_avg,val_loss_avg,val_acc_ensemble,val_loss_ensemble
0,rankdad,0.0001,32,1,5,simpleff,mnist,8,10,4.860130718954248,5.256209150326797,5.271895424836601,5.30718954248366,5.58954248366013,5.603921568627451,10.167320261437908,10.845751633986929,10.875816993464053,0.054450154304504395,123.2686538696289,0.8934697690217391,0.9271,0.0,0.3065115213394165,123.2686538696289,0.8582539952397144,0.9271,0.0,0.9271,0.413821816444397,0.9039,0.413821816444397,0.0,0.0,0.0,0
1,rankdad,0.0001,32,1,5,simpleff,mnist,8,10,4.363398692810457,4.845751633986928,4.904575163398693,4.896732026143791,5.3124183006535945,5.3803921568627455,9.26013071895425,10.158169934640522,10.284967320261439,0.1030120849609375,85.40304565429688,0.9594938858695652,0.9473,0.0,4.76837158203125e-07,85.40304565429688,0.9462767766065964,0.9473,0.0,0.9473,0.016719818115234375,0.9301,0.016719818115234375,0.0,0.0,0.0,0
2,rankdad,0.0001,32,1,5,simpleff,mnist,8,10,4.241830065359477,4.704575163398693,4.798692810457516,4.733333333333333,5.2444444444444445,5.300653594771242,8.97516339869281,9.949019607843137,10.099346405228758,0.006086587905883789,77.97270965576172,0.9770720108695652,0.9492,0.0,1.6689300537109375e-06,77.97270965576172,0.9691856511390683,0.9492,0.0,0.9492,0.0010478496551513672,0.9296,0.0010478496551513672,0.0,0.0,0.0,0
3,rankdad,0.0001,32,1,5,simpleff,mnist,8,10,4.189542483660131,4.661437908496732,4.74640522875817,4.491503267973856,4.996078431372549,5.0967320261437905,8.681045751633986,9.65751633986928,9.843137254901961,0.004600167274475098,72.7695541381836,0.9853940217391305,0.9568,0.0,1.9073486328125e-06,72.7695541381836,0.9792587555253315,0.9568,0.0,0.9568,0.0018532276153564453,0.9428,0.0018532276153564453,0.0,0.0,0.0,0
4,rankdad,0.0001,32,1,5,simpleff,mnist,8,10,3.9019607843137254,4.397385620915033,4.477124183006536,4.3620915032679735,4.882352941176471,4.959477124183007,8.2640522875817,9.279738562091504,9.436601307189543,0.011149406433105469,80.08592987060547,0.9882387907608695,0.953,0.0,5.91278076171875e-05,80.08592987060547,0.9837640258415505,0.953,0.0,0.953,2.944469451904297e-05,0.9271,2.944469451904297e-05,0.0,0.0,0.0,0
5,rankdad,0.0001,32,1,5,simpleff,mnist,8,10,3.7869281045751633,4.223529411764706,4.295424836601307,4.0967320261437905,4.656209150326798,4.728104575163399,7.883660130718955,8.879738562091504,9.023529411764706,0.007312804460525513,66.14878845214844,0.9893427309782609,0.9628,0.0,2.6226043701171875e-06,66.14878845214844,0.9862291737504251,0.9628,0.0,0.9628,2.7298927307128906e-05,0.9245,2.7298927307128906e-05,0.0,0.0,0.0,0
6,rankdad,0.0001,32,1,5,simpleff,mnist,8,10,3.4745098039215687,3.8758169934640523,3.9176470588235293,3.9712418300653596,4.488888888888889,4.550326797385621,7.445751633986928,8.364705882352942,8.46797385620915,0.0330812931060791,67.79124450683594,0.9897248641304348,0.9626,0.0,1.5020370483398438e-05,67.79124450683594,0.985846650799048,0.9626,0.0,0.9626,0.00013625621795654297,0.9173,0.00013625621795654297,0.0,0.0,0.0,0
7,rankdad,0.0001,32,1,5,simpleff,mnist,8,10,3.369934640522876,3.7973856209150325,3.8117647058823527,3.7372549019607844,4.29281045751634,4.355555555555555,7.10718954248366,8.090196078431372,8.167320261437908,0.0012603700160980225,55.651832580566406,0.9918902853260869,0.9671,0.0,0.0,55.651832580566406,0.9887368242094525,0.9671,0.0,0.9671,2.384185791015625e-07,0.9295,2.384185791015625e-07,0.0,0.0,0.0,0
8,rankdad,0.0001,32,1,5,simpleff,mnist,8,10,3.2287581699346406,3.545098039215686,3.5947712418300655,3.6549019607843136,4.133333333333334,4.192156862745098,6.883660130718955,7.67843137254902,7.786928104575163,0.01980605721473694,55.460548400878906,0.9904042119565217,0.9685,0.0,6.67572021484375e-06,55.460548400878906,0.9878867732063924,0.9685,0.0,0.9685,0.002753019332885742,0.9061,0.002753019332885742,0.0,0.0,0.0,0
9,rankdad,0.0001,32,1,5,simpleff,mnist,8,10,3.1202614379084967,3.499346405228758,3.5437908496732025,3.488888888888889,3.937254901960784,3.9908496732026144,6.609150326797385,7.436601307189543,7.534640522875817,0.0001787245273590088,57.58918762207031,0.9929093070652174,0.9681,0.0,4.76837158203125e-07,57.58918762207031,0.9896718803128187,0.9681,0.0,0.9681,1.1920928955078125e-07,0.9076,1.1920928955078125e-07,0.0,0.0,0.0,0
10,rankdad,0.0001,32,1,5,simpleff,mnist,8,10,3.149019607843137,3.5294117647058822,3.5725490196078433,3.4352941176470586,3.8745098039215686,3.954248366013072,6.584313725490196,7.403921568627451,7.526797385620915,0.0003135204315185547,67.91524505615234,0.9928668478260869,0.9651,0.0,0.0,67.91524505615234,0.9909469568174091,0.9651,0.0,0.9651,2.586841583251953e-05,0.91,2.586841583251953e-05,0.0,0.0,0.0,0
