epoch,mode,lr,batch_size,k,kf,model,dataset,rank,numiterations,"effective_rank_site_0_Linear(in_features=256, out_features=10, bias=False)0","effective_rank_site_0_FakeLinear(input_features=512, output_features=256, bias=False)2","effective_rank_site_0_Linear(in_features=784, out_features=512, bias=False)4","effective_rank_site_1_Linear(in_features=256, out_features=10, bias=False)0","effective_rank_site_1_FakeLinear(input_features=512, output_features=256, bias=False)2","effective_rank_site_1_Linear(in_features=784, out_features=512, bias=False)4","effective_rank_site_agg_Linear(in_features=256, out_features=10, bias=False)0","effective_rank_site_agg_FakeLinear(input_features=512, output_features=256, bias=False)2","effective_rank_site_agg_Linear(in_features=784, out_features=512, bias=False)4",train_loss_site_0,test_loss_site_0,train_acc_site_0,test_acc_site_0,val_acc_site_0,train_loss_site_1,test_loss_site_1,train_acc_site_1,test_acc_site_1,val_acc_site_1,test_acc_avg,test_loss_avg,test_acc_ensemble,test_loss_ensemble,val_acc_avg,val_loss_avg,val_acc_ensemble,val_loss_ensemble
0,rankdad,0.0001,32,0,5,simpleff,mnist,16,10,5.442558746736292,6.634464751958225,6.6266318537859,5.936031331592689,7.830287206266319,7.826370757180157,11.378590078328982,14.464751958224543,14.453002610966058,0.03244145214557648,112.5682601928711,0.8906037414965986,0.9339,0.0,0.1101793721318245,112.5682601928711,0.8588135232830109,0.9339,0.0,0.9339,0.004615485668182373,0.9211,0.004615485668182373,0.0,0.0,0.0,0
1,rankdad,0.0001,32,0,5,simpleff,mnist,16,10,4.759791122715405,5.734986945169712,5.912532637075718,5.289817232375979,6.778067885117493,6.949086161879896,10.049608355091383,12.513054830287206,12.861618798955613,0.002734839916229248,84.757568359375,0.9593962585034014,0.944,0.0,0.01510115060955286,84.757568359375,0.9468424409951095,0.944,0.0,0.944,0.012046575546264648,0.9377,0.012046575546264648,0.0,0.0,0.0,0
2,rankdad,0.0001,32,0,5,simpleff,mnist,16,10,4.703655352480418,5.801566579634465,6.027415143603133,5.1475195822454305,6.714099216710183,7.030026109660574,9.851174934725849,12.515665796344647,13.057441253263708,0.0005121529102325439,72.23638916015625,0.9791241496598639,0.9522,0.0,0.014740449376404285,72.23638916015625,0.9716776525621943,0.9522,0.0,0.9522,0.0001430511474609375,0.9452,0.0001430511474609375,0.0,0.0,0.0,0
3,rankdad,0.0001,32,0,5,simpleff,mnist,16,10,4.573107049608355,5.580939947780679,5.781984334203655,4.9986945169712795,6.3524804177545695,6.560052219321149,9.571801566579634,11.933420365535248,12.342036553524805,0.000596851110458374,72.00735473632812,0.9857993197278911,0.9546,0.0,0.0007997795473784208,72.00735473632812,0.9809908568998511,0.9546,0.0,0.9546,0.0014858245849609375,0.9467,0.0014858245849609375,0.0,0.0,0.0,0
4,rankdad,0.0001,32,0,5,simpleff,mnist,16,10,4.234986945169712,5.067885117493472,5.248041775456919,4.741514360313316,5.992167101827676,6.20757180156658,8.976501305483028,11.060052219321149,11.455613577023499,0.00013136863708496094,68.92371368408203,0.9880102040816326,0.9594,0.0,0.006622879765927792,68.92371368408203,0.9853710397618541,0.9594,0.0,0.9594,9.250640869140625e-05,0.9416,9.250640869140625e-05,0.0,0.0,0.0,0
5,rankdad,0.0001,32,0,5,simpleff,mnist,16,10,4.028720626631854,4.793733681462141,4.930809399477806,4.3903394255874675,5.488250652741514,5.727154046997389,8.41906005221932,10.281984334203655,10.657963446475195,0.00013241171836853027,65.38880920410156,0.9894132653061225,0.9616,0.0,0.0001482433726778254,65.38880920410156,0.9853710397618541,0.9616,0.0,0.9616,7.033348083496094e-06,0.9279,7.033348083496094e-06,0.0,0.0,0.0,0
6,rankdad,0.0001,32,0,5,simpleff,mnist,16,10,3.8054830287206265,4.516971279373368,4.673629242819843,4.12532637075718,5.06266318537859,5.233681462140992,7.930809399477806,9.579634464751958,9.907310704960835,0.0008331239223480225,62.87483215332031,0.9899659863945578,0.9653,0.0,0.0002399373915977776,62.87483215332031,0.9861790346587285,0.9653,0.0,0.9653,6.282329559326172e-05,0.936,6.282329559326172e-05,0.0,0.0,0.0,0
7,rankdad,0.0001,32,0,5,simpleff,mnist,16,10,3.510443864229765,4.080939947780679,4.16579634464752,3.9673629242819843,4.8407310704960835,5.0,7.477806788511749,8.921671018276763,9.16579634464752,9.059906005859375e-05,59.120418548583984,0.9910289115646258,0.9655,0.0,0.121856689453125,59.120418548583984,0.9873272379332341,0.9655,0.0,0.9655,9.28640365600586e-05,0.9206,9.28640365600586e-05,0.0,0.0,0.0,0
8,rankdad,0.0001,32,0,5,simpleff,mnist,16,10,3.5430809399477807,4.142297650130549,4.189295039164491,3.985639686684073,4.886422976501305,5.032637075718016,7.528720626631854,9.028720626631854,9.221932114882506,0.001675248146057129,58.54206085205078,0.992219387755102,0.9685,0.0,2.825701585607021e-06,58.54206085205078,0.9901764830958962,0.9685,0.0,0.9685,1.5974044799804688e-05,0.9152,1.5974044799804688e-05,0.0,0.0,0.0,0
9,rankdad,0.0001,32,0,5,simpleff,mnist,16,10,3.3590078328981723,3.845953002610966,3.955613577023499,3.7911227154046996,4.757180156657963,4.827676240208877,7.150130548302872,8.60313315926893,8.783289817232376,0.0001849532127380371,58.44229507446289,0.9936649659863945,0.9693,0.0,1.6848245650180615e-05,58.44229507446289,0.9923453115032957,0.9693,0.0,0.9693,6.9141387939453125e-06,0.9384,6.9141387939453125e-06,0.0,0.0,0.0,0
