epoch,mode,lr,batch_size,k,kf,model,dataset,rank,numiterations,"effective_rank_site_0_Linear(in_features=256, out_features=2, bias=False)0","effective_rank_site_0_Linear(in_features=512, out_features=256, bias=False)2","effective_rank_site_0_FakeLinear(input_features=25920, output_features=512, bias=False)4","effective_rank_site_0_Linear(in_features=64, out_features=192, bias=False)6","effective_rank_site_0_Linear(in_features=61, out_features=192, bias=False)7","effective_rank_site_1_Linear(in_features=256, out_features=2, bias=False)0","effective_rank_site_1_Linear(in_features=512, out_features=256, bias=False)2","effective_rank_site_1_FakeLinear(input_features=25920, output_features=512, bias=False)4","effective_rank_site_1_Linear(in_features=64, out_features=192, bias=False)6","effective_rank_site_1_Linear(in_features=61, out_features=192, bias=False)7","effective_rank_site_agg_Linear(in_features=256, out_features=2, bias=False)0","effective_rank_site_agg_Linear(in_features=512, out_features=256, bias=False)2","effective_rank_site_agg_FakeLinear(input_features=25920, output_features=512, bias=False)4","effective_rank_site_agg_Linear(in_features=64, out_features=192, bias=False)6","effective_rank_site_agg_Linear(in_features=61, out_features=192, bias=False)7",train_loss_site_0,test_loss_site_0,train_acc_site_0,test_acc_site_0,val_acc_site_0,train_loss_site_1,test_loss_site_1,train_acc_site_1,test_acc_site_1,val_acc_site_1,test_acc_avg,test_loss_avg,test_acc_ensemble,test_loss_ensemble,val_acc_avg,val_loss_avg,val_acc_ensemble,val_loss_ensemble
0,rankdad,0.0001,32,1,5,gru,tapnet-Heartbeat,3,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.7175489068031311,5.167658805847168,0.40625,0.3170731707317073,0.0,0.6682678461074829,5.167658805847168,0.5625,0.3170731707317073,0.0,0.3170731707317073,0.801386296749115,0.3170731707317073,0.801386296749115,0.0,0.0,0.0,0
1,rankdad,0.0001,32,1,5,gru,tapnet-Heartbeat,3,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.5301539897918701,5.070623874664307,0.96875,0.35609756097560974,0.0,0.7219379544258118,5.070623874664307,0.25,0.35609756097560974,0.0,0.35609756097560974,0.7840648293495178,0.35609756097560974,0.7840648293495178,0.0,0.0,0.0,0
2,rankdad,0.0001,32,1,5,gru,tapnet-Heartbeat,3,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.509159505367279,4.929967880249023,0.96875,0.4097560975609756,0.0,0.6445497274398804,4.929967880249023,0.65625,0.4097560975609756,0.0,0.4097560975609756,0.7501398324966431,0.4097560975609756,0.7501398324966431,0.0,0.0,0.0,0
3,rankdad,0.0001,32,1,5,gru,tapnet-Heartbeat,3,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.5085246562957764,4.911960601806641,0.9375,0.4682926829268293,0.0,0.5709946155548096,4.911960601806641,0.8125,0.4682926829268293,0.0,0.4682926829268293,0.74988853931427,0.4682926829268293,0.74988853931427,0.0,0.0,0.0,0
4,rankdad,0.0001,32,1,5,gru,tapnet-Heartbeat,3,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.48120251297950745,4.995556354522705,0.90625,0.4292682926829268,0.0,0.5342182517051697,4.995556354522705,0.8125,0.4292682926829268,0.0,0.4292682926829268,0.7790485620498657,0.4292682926829268,0.7790485620498657,0.0,0.0,0.0,0
5,rankdad,0.0001,32,1,5,gru,tapnet-Heartbeat,3,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.43361130356788635,5.102616786956787,0.96875,0.4146341463414634,0.0,0.5217603445053101,5.102616786956787,0.8125,0.4146341463414634,0.0,0.4146341463414634,0.8135188221931458,0.4146341463414634,0.8135188221931458,0.0,0.0,0.0,0
6,rankdad,0.0001,32,1,5,gru,tapnet-Heartbeat,3,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.3915055990219116,5.142789363861084,0.96875,0.4292682926829268,0.0,0.5094790458679199,5.142789363861084,0.8125,0.4292682926829268,0.0,0.4292682926829268,0.8272958993911743,0.4292682926829268,0.8272958993911743,0.0,0.0,0.0,0
7,rankdad,0.0001,32,1,5,gru,tapnet-Heartbeat,3,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.3669113218784332,5.107458114624023,0.96875,0.4926829268292683,0.0,0.48139914870262146,5.107458114624023,0.84375,0.4926829268292683,0.0,0.4926829268292683,0.816306471824646,0.4926829268292683,0.816306471824646,0.0,0.0,0.0,0
8,rankdad,0.0001,32,1,5,gru,tapnet-Heartbeat,3,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.3576325476169586,5.0947265625,0.96875,0.4926829268292683,0.0,0.43976038694381714,5.0947265625,0.84375,0.4926829268292683,0.0,0.4926829268292683,0.809592604637146,0.4926829268292683,0.809592604637146,0.0,0.0,0.0,0
9,rankdad,0.0001,32,1,5,gru,tapnet-Heartbeat,3,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.3465723395347595,5.169673442840576,0.9375,0.4926829268292683,0.0,0.40324392914772034,5.169673442840576,0.90625,0.4926829268292683,0.0,0.4926829268292683,0.8269262909889221,0.4926829268292683,0.8269262909889221,0.0,0.0,0.0,0
10,rankdad,0.0001,32,1,5,gru,tapnet-Heartbeat,3,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.3236277997493744,5.326000213623047,0.96875,0.48292682926829267,0.0,0.3799004852771759,5.326000213623047,0.96875,0.48292682926829267,0.0,0.48292682926829267,0.8668546676635742,0.48292682926829267,0.8668546676635742,0.0,0.0,0.0,0
11,rankdad,0.0001,32,1,5,gru,tapnet-Heartbeat,3,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.29266688227653503,5.49519157409668,0.96875,0.47317073170731705,0.0,0.3663434386253357,5.49519157409668,0.9375,0.47317073170731705,0.0,0.47317073170731705,0.9094669818878174,0.47317073170731705,0.9094669818878174,0.0,0.0,0.0,0
12,rankdad,0.0001,32,1,5,gru,tapnet-Heartbeat,3,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.26450619101524353,5.595045566558838,0.96875,0.47804878048780486,0.0,0.3524855077266693,5.595045566558838,0.9375,0.47804878048780486,0.0,0.47804878048780486,0.9310966730117798,0.47804878048780486,0.9310966730117798,0.0,0.0,0.0,0
13,rankdad,0.0001,32,1,5,gru,tapnet-Heartbeat,3,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.24637073278427124,5.617794036865234,0.96875,0.4975609756097561,0.0,0.33004850149154663,5.617794036865234,0.96875,0.4975609756097561,0.0,0.4975609756097561,0.9303690791130066,0.4975609756097561,0.9303690791130066,0.0,0.0,0.0,0
14,rankdad,0.0001,32,1,5,gru,tapnet-Heartbeat,3,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.23638273775577545,5.6407389640808105,0.96875,0.5024390243902439,0.0,0.30021023750305176,5.6407389640808105,0.96875,0.5024390243902439,0.0,0.5024390243902439,0.927352249622345,0.5024390243902439,0.927352249622345,0.0,0.0,0.0,0
