epoch,mode,lr,batch_size,k,kf,model,dataset,rank,numiterations,"effective_rank_site_0_Linear(in_features=256, out_features=10, bias=False)0","effective_rank_site_0_FakeLinear(input_features=512, output_features=256, bias=False)2","effective_rank_site_0_Linear(in_features=784, out_features=512, bias=False)4","effective_rank_site_1_Linear(in_features=256, out_features=10, bias=False)0","effective_rank_site_1_FakeLinear(input_features=512, output_features=256, bias=False)2","effective_rank_site_1_Linear(in_features=784, out_features=512, bias=False)4","effective_rank_site_agg_Linear(in_features=256, out_features=10, bias=False)0","effective_rank_site_agg_FakeLinear(input_features=512, output_features=256, bias=False)2","effective_rank_site_agg_Linear(in_features=784, out_features=512, bias=False)4",train_loss_site_0,test_loss_site_0,train_acc_site_0,test_acc_site_0,val_acc_site_0,train_loss_site_1,test_loss_site_1,train_acc_site_1,test_acc_site_1,val_acc_site_1,test_acc_avg,test_loss_avg,test_acc_ensemble,test_loss_ensemble,val_acc_avg,val_loss_avg,val_acc_ensemble,val_loss_ensemble
0,rankdad,0.0001,32,0,5,simpleff,mnist,32,10,5.407310704960835,6.793733681462141,6.909921671018277,5.956919060052219,8.08485639686684,8.12402088772846,11.364229765013055,14.878590078328982,15.033942558746736,0.10035461187362671,129.03396606445312,0.8903061224489796,0.9206,0.0,0.2662355601787567,129.03396606445312,0.8573676376780778,0.9206,0.0,0.9206,0.16848492622375488,0.9152,0.16848492622375488,0.0,0.0,0.0,0
1,rankdad,0.0001,32,0,5,simpleff,mnist,32,10,4.845953002610966,5.9164490861618795,6.096605744125326,5.338120104438643,6.946475195822455,7.110966057441253,10.184073107049608,12.862924281984334,13.20757180156658,0.005795955657958984,81.6921615600586,0.9596938775510204,0.9487,0.0,0.024654069915413857,81.6921615600586,0.9476504358919838,0.9487,0.0,0.9487,0.0006468892097473145,0.9421,0.0006468892097473145,0.0,0.0,0.0,0
2,rankdad,0.0001,32,0,5,simpleff,mnist,32,10,4.746736292428198,5.815926892950392,6.028720626631854,5.1475195822454305,6.703655352480418,6.977806788511749,9.894255874673629,12.51958224543081,13.006527415143603,0.0003955364227294922,74.84046173095703,0.9773384353741497,0.952,0.0,0.003562856698408723,74.84046173095703,0.9713799702317669,0.952,0.0,0.952,0.0001423358917236328,0.9455,0.0001423358917236328,0.0,0.0,0.0,0
3,rankdad,0.0001,32,0,5,simpleff,mnist,32,10,4.655352480417754,5.64490861618799,5.903394255874674,4.953002610966058,6.398172323759791,6.579634464751958,9.608355091383812,12.04308093994778,12.483028720626631,0.0001640617847442627,69.34481811523438,0.9862670068027211,0.9565,0.0,0.002138950163498521,69.34481811523438,0.9813310652774825,0.9565,0.0,0.9565,5.984306335449219e-05,0.9467,5.984306335449219e-05,0.0,0.0,0.0,0
4,rankdad,0.0001,32,0,5,simpleff,mnist,32,10,4.442558746736292,5.426892950391645,5.605744125326371,4.85378590078329,6.265013054830288,6.462140992167102,9.296344647519582,11.691906005221933,12.067885117493473,7.24494457244873e-05,65.49982452392578,0.990093537414966,0.9595,0.0,0.0011144214076921344,65.49982452392578,0.987412290027642,0.9595,0.0,0.9595,0.0002943277359008789,0.9445,0.0002943277359008789,0.0,0.0,0.0,0
5,rankdad,0.0001,32,0,5,simpleff,mnist,32,10,4.044386422976501,4.836814621409921,4.9516971279373365,4.481723237597911,5.613577023498695,5.766318537859008,8.526109660574413,10.450391644908617,10.718015665796345,0.00019848346710205078,61.927059173583984,0.9884353741496599,0.9615,0.0,0.007510149851441383,61.927059173583984,0.9838401020625133,0.9615,0.0,0.9615,0.00037860870361328125,0.922,0.00037860870361328125,0.0,0.0,0.0,0
6,rankdad,0.0001,32,0,5,simpleff,mnist,32,10,3.8198433420365534,4.45953002610966,4.557441253263708,4.2558746736292425,5.259791122715405,5.483028720626632,8.075718015665796,9.719321148825065,10.040469973890339,6.365776062011719e-05,67.86957550048828,0.9898809523809524,0.9613,0.0,0.0005328213446773589,67.86957550048828,0.9867743993195832,0.9613,0.0,0.9613,6.198883056640625e-06,0.9195,6.198883056640625e-06,0.0,0.0,0.0,0
7,rankdad,0.0001,32,0,5,simpleff,mnist,32,10,3.6214099216710185,4.266318537859008,4.383812010443864,4.009138381201044,4.983028720626632,5.124020887728459,7.630548302872063,9.24934725848564,9.507832898172325,3.606081008911133e-05,60.256473541259766,0.9898809523809524,0.9666,0.0,0.00018487153283786029,60.256473541259766,0.9863491388475442,0.9666,0.0,0.9666,4.0411949157714844e-05,0.9234,4.0411949157714844e-05,0.0,0.0,0.0,0
8,rankdad,0.0001,32,0,5,simpleff,mnist,32,10,3.373368146214099,3.8890339425587466,3.975195822454308,3.727154046997389,4.605744125326371,4.668407310704961,7.100522193211488,8.494778067885118,8.643603133159269,0.0003204047679901123,56.520851135253906,0.9913265306122448,0.9677,0.0,0.0008947584428824484,56.520851135253906,0.9890708058685945,0.9677,0.0,0.9677,1.1324882507324219e-05,0.9342,1.1324882507324219e-05,0.0,0.0,0.0,0
9,rankdad,0.0001,32,0,5,simpleff,mnist,32,10,3.2428198433420365,3.6827676240208875,3.7389033942558747,3.68668407310705,4.595300261096606,4.685378590078329,6.929503916449086,8.278067885117494,8.424281984334204,0.00010848045349121094,57.808349609375,0.9926445578231292,0.9671,0.0,0.00026363797951489687,57.808349609375,0.9908143738039549,0.9671,0.0,0.9671,2.6226043701171875e-06,0.9219,2.6226043701171875e-06,0.0,0.0,0.0,0
