epoch,mode,lr,batch_size,k,kf,model,dataset,rank,numiterations,"effective_rank_site_0_FakeLinear(input_features=128, output_features=2, bias=False)0","effective_rank_site_0_Linear(in_features=512, out_features=128, bias=False)1","effective_rank_site_0_Linear(in_features=128, out_features=512, bias=False)3","effective_rank_site_0_Linear(in_features=128, out_features=128, bias=False)4","effective_rank_site_0_Linear(in_features=128, out_features=128, bias=False)5","effective_rank_site_0_Linear(in_features=128, out_features=128, bias=False)6","effective_rank_site_0_Linear(in_features=128, out_features=128, bias=False)7","effective_rank_site_1_FakeLinear(input_features=128, output_features=2, bias=False)0","effective_rank_site_1_Linear(in_features=512, out_features=128, bias=False)1","effective_rank_site_1_Linear(in_features=128, out_features=512, bias=False)3","effective_rank_site_1_Linear(in_features=128, out_features=128, bias=False)4","effective_rank_site_1_Linear(in_features=128, out_features=128, bias=False)5","effective_rank_site_1_Linear(in_features=128, out_features=128, bias=False)6","effective_rank_site_1_Linear(in_features=128, out_features=128, bias=False)7","effective_rank_site_agg_FakeLinear(input_features=128, output_features=2, bias=False)0","effective_rank_site_agg_Linear(in_features=512, out_features=128, bias=False)1","effective_rank_site_agg_Linear(in_features=128, out_features=512, bias=False)3","effective_rank_site_agg_Linear(in_features=128, out_features=128, bias=False)4","effective_rank_site_agg_Linear(in_features=128, out_features=128, bias=False)5","effective_rank_site_agg_Linear(in_features=128, out_features=128, bias=False)6","effective_rank_site_agg_Linear(in_features=128, out_features=128, bias=False)7",train_loss_site_0,test_loss_site_0,train_acc_site_0,test_acc_site_0,val_acc_site_0,train_loss_site_1,test_loss_site_1,train_acc_site_1,test_acc_site_1,val_acc_site_1,test_acc_avg,test_loss_avg,test_acc_ensemble,test_loss_ensemble,val_acc_avg,val_loss_avg,val_acc_ensemble,val_loss_ensemble
30,rankdad,0.0001,16,0,5,transformer,imdb,8,10,1.8096,6.0,6.0,4.7424,6.0,6.0,6.0,1.784,6.0,6.0,4.6192,6.0,6.0,6.0,3.5936,12.0,12.0,9.3616,12.0,12.0,12.0,0.13943913578987122,3444.839111328125,0.9986,0.75936,0.0,0.0009052306413650513,3290.997314453125,0.9979,0.7594,0.0,0.0,3367.918212890625,0.0,0,0.0,0.0,0.0,0
31,rankdad,0.0001,16,0,5,transformer,imdb,8,10,1.872,6.0,6.0,4.7392,6.0,5.9984,6.0,1.7744,6.0,6.0,4.728,6.0,6.0,6.0,3.6464,12.0,12.0,9.4672,12.0,11.9984,12.0,1.0669231414794922e-05,3635.76953125,0.999,0.75528,0.0,8.568167686462402e-05,3526.140380859375,0.9988,0.75196,0.0,0.0,3580.955078125,0.0,0,0.0,0.0,0.0,0
32,rankdad,0.0001,16,0,5,transformer,imdb,8,10,1.8624,6.0,6.0,4.6448,6.0,5.9952,6.0,1.816,6.0,6.0,4.5568,6.0,5.9984,6.0,3.6784,12.0,12.0,9.2016,12.0,11.9936,12.0,0.001610971987247467,3982.818603515625,0.9985,0.7492,0.0,3.4928321838378906e-05,3728.012451171875,0.9984,0.74792,0.0,0.0,3855.41552734375,0.0,0,0.0,0.0,0.0,0
33,rankdad,0.0001,16,0,5,transformer,imdb,8,10,1.8848,6.0,6.0,4.6928,6.0,5.9968,6.0,1.9552,6.0,6.0,4.7248,6.0,6.0,6.0,3.84,12.0,12.0,9.4176,12.0,11.9968,12.0,0.00047041475772857666,3714.198974609375,0.9989,0.76036,0.0,0.00012633204460144043,3431.03759765625,0.9994,0.75928,0.0,0.0,3572.6181640625,0.0,0,0.0,0.0,0.0,0
34,rankdad,0.0001,16,0,5,transformer,imdb,8,10,1.9824,6.0,6.0,4.8064,6.0,6.0,6.0,1.8656,6.0,6.0,4.704,6.0,5.9984,6.0,3.848,12.0,12.0,9.5104,12.0,11.9984,12.0,7.812678813934326e-05,3859.52587890625,0.9983,0.7608,0.0,0.00011740624904632568,3625.64111328125,0.9992,0.75852,0.0,0.0,3742.58349609375,0.0,0,0.0,0.0,0.0,0
35,rankdad,0.0001,16,0,5,transformer,imdb,8,10,2.04,6.0,6.0,4.7824,6.0,6.0,6.0,1.8592,6.0,6.0,4.8432,6.0,5.9984,6.0,3.8992,12.0,12.0,9.6256,12.0,11.9984,12.0,7.212162017822266e-06,4434.97802734375,0.9989,0.74672,0.0,6.799399852752686e-05,3939.9462890625,0.9992,0.74864,0.0,0.0,4187.4619140625,0.0,0,0.0,0.0,0.0,0
36,rankdad,0.0001,16,0,5,transformer,imdb,8,10,1.9568,6.0,6.0,4.8208,6.0,6.0,6.0,1.7936,6.0,6.0,4.8384,6.0,5.9984,6.0,3.7504,12.0,12.0,9.6592,12.0,11.9984,12.0,1.2308359146118164e-05,4074.447021484375,0.9989,0.75744,0.0,0.00014030933380126953,3600.26611328125,0.9991,0.76268,0.0,0.0,3837.3564453125,0.0,0,0.0,0.0,0.0,0
37,rankdad,0.0001,16,0,5,transformer,imdb,8,10,2.0064,6.0,6.0,4.808,6.0,5.9968,6.0,1.8368,6.0,6.0,4.8624,6.0,6.0,6.0,3.8432,12.0,12.0,9.6704,12.0,11.9968,12.0,0.00017029047012329102,4339.6435546875,0.9997,0.74852,0.0,6.428360939025879e-05,3747.456298828125,0.9996,0.75396,0.0,0.0,4043.5498046875,0.0,0,0.0,0.0,0.0,0
38,rankdad,0.0001,16,0,5,transformer,imdb,8,10,1.96,6.0,6.0,4.7696,6.0,5.9984,6.0,1.9568,6.0,6.0,4.7936,6.0,6.0,6.0,3.9168,12.0,12.0,9.5632,12.0,11.9984,12.0,2.682209014892578e-07,4206.9091796875,0.9993,0.7562,0.0,1.3679265975952148e-05,3755.05859375,0.9997,0.75928,0.0,0.0,3980.98388671875,0.0,0,0.0,0.0,0.0,0
39,rankdad,0.0001,16,0,5,transformer,imdb,8,10,2.0496,6.0,6.0,4.6528,6.0,6.0,6.0,1.992,6.0,6.0,4.7088,6.0,5.9984,6.0,4.0416,12.0,12.0,9.3616,12.0,11.9984,12.0,7.537007331848145e-05,4035.081787109375,0.9991,0.76428,0.0,0.0003172159194946289,3781.646728515625,0.9995,0.76084,0.0,0.0,3908.3642578125,0.0,0,0.0,0.0,0.0,0
40,rankdad,0.0001,16,0,5,transformer,imdb,8,10,2.1696,6.0,6.0,4.8096,6.0,6.0,6.0,1.9344,6.0,6.0,4.8,6.0,6.0,6.0,4.104,12.0,12.0,9.6096,12.0,12.0,12.0,3.457069396972656e-05,4463.79052734375,0.9996,0.7504,0.0,2.6807188987731934e-05,3859.747314453125,0.9994,0.75268,0.0,0.0,4161.76904296875,0.0,0,0.0,0.0,0.0,0
41,rankdad,0.0001,16,0,5,transformer,imdb,8,10,2.1664,6.0,6.0,4.8032,6.0,6.0,6.0,2.0224,6.0,6.0,4.8224,6.0,6.0,6.0,4.1888,12.0,12.0,9.6256,12.0,12.0,12.0,0.006041854619979858,4271.91064453125,0.9996,0.76188,0.0,9.614229202270508e-05,4027.148681640625,0.9998,0.75724,0.0,0.0,4149.52978515625,0.0,0,0.0,0.0,0.0,0
42,rankdad,0.0001,16,0,5,transformer,imdb,8,10,2.096,6.0,6.0,4.7616,6.0,5.9968,6.0,2.0736,6.0,6.0,4.8608,6.0,6.0,5.9984,4.1696,12.0,12.0,9.6224,12.0,11.9968,11.9984,0.0003120005130767822,4882.1376953125,0.9997,0.74548,0.0,0.0002776980400085449,4162.3505859375,0.9998,0.74976,0.0,0.0,4522.244140625,0.0,0,0.0,0.0,0.0,0
43,rankdad,0.0001,16,0,5,transformer,imdb,8,10,2.2112,6.0,6.0,4.8736,6.0,6.0,6.0,2.0032,6.0,6.0,4.7408,6.0,6.0,6.0,4.2144,12.0,12.0,9.6144,12.0,12.0,12.0,4.172325134277344e-07,4738.66943359375,0.9997,0.7532,0.0,2.3543834686279297e-06,4192.7529296875,0.9995,0.7532,0.0,0.0,4465.7109375,0.0,0,0.0,0.0,0.0,0
44,rankdad,0.0001,16,0,5,transformer,imdb,8,10,2.2656,6.0,6.0,4.856,6.0,6.0,6.0,1.9776,6.0,6.0,4.8176,6.0,6.0,6.0,4.2432,12.0,12.0,9.6736,12.0,12.0,12.0,1.595914363861084e-05,4297.03125,0.9999,0.76448,0.0,1.84476375579834e-05,3873.81005859375,0.9995,0.75872,0.0,0.0,4085.420654296875,0.0,0,0.0,0.0,0.0,0
45,rankdad,0.0001,16,0,5,transformer,imdb,8,10,2.2256,6.0,6.0,4.8672,6.0,6.0,6.0,2.048,6.0,6.0,4.8384,6.0,6.0,6.0,4.2736,12.0,12.0,9.7056,12.0,12.0,12.0,8.642673492431641e-07,5403.73681640625,0.9996,0.74192,0.0,1.0728836059570312e-05,4433.65087890625,0.9994,0.74964,0.0,0.0,4918.69384765625,0.0,0,0.0,0.0,0.0,0
46,rankdad,0.0001,16,0,5,transformer,imdb,8,10,2.3184,5.9936,6.0,4.8736,6.0,5.9984,6.0,2.072,6.0,6.0,4.8592,6.0,6.0,6.0,4.3904,11.9936,12.0,9.7328,12.0,11.9984,12.0,1.1622905731201172e-05,4736.6123046875,0.9997,0.75832,0.0,1.6391277313232422e-06,4227.75048828125,0.9999,0.75928,0.0,0.0,4482.181640625,0.0,0,0.0,0.0,0.0,0
