epoch,mode,lr,batch_size,k,kf,model,dataset,rank,numiterations,"effective_rank_site_0_FakeLinear(input_features=128, output_features=2, bias=False)0","effective_rank_site_0_Linear(in_features=512, out_features=128, bias=False)1","effective_rank_site_0_Linear(in_features=128, out_features=512, bias=False)3","effective_rank_site_0_Linear(in_features=128, out_features=128, bias=False)4","effective_rank_site_0_Linear(in_features=128, out_features=128, bias=False)5","effective_rank_site_0_Linear(in_features=128, out_features=128, bias=False)6","effective_rank_site_0_Linear(in_features=128, out_features=128, bias=False)7","effective_rank_site_1_FakeLinear(input_features=128, output_features=2, bias=False)0","effective_rank_site_1_Linear(in_features=512, out_features=128, bias=False)1","effective_rank_site_1_Linear(in_features=128, out_features=512, bias=False)3","effective_rank_site_1_Linear(in_features=128, out_features=128, bias=False)4","effective_rank_site_1_Linear(in_features=128, out_features=128, bias=False)5","effective_rank_site_1_Linear(in_features=128, out_features=128, bias=False)6","effective_rank_site_1_Linear(in_features=128, out_features=128, bias=False)7","effective_rank_site_agg_FakeLinear(input_features=128, output_features=2, bias=False)0","effective_rank_site_agg_Linear(in_features=512, out_features=128, bias=False)1","effective_rank_site_agg_Linear(in_features=128, out_features=512, bias=False)3","effective_rank_site_agg_Linear(in_features=128, out_features=128, bias=False)4","effective_rank_site_agg_Linear(in_features=128, out_features=128, bias=False)5","effective_rank_site_agg_Linear(in_features=128, out_features=128, bias=False)6","effective_rank_site_agg_Linear(in_features=128, out_features=128, bias=False)7",train_loss_site_0,test_loss_site_0,train_acc_site_0,test_acc_site_0,val_acc_site_0,train_loss_site_1,test_loss_site_1,train_acc_site_1,test_acc_site_1,val_acc_site_1,test_acc_avg,test_loss_avg,test_acc_ensemble,test_loss_ensemble,val_acc_avg,val_loss_avg,val_acc_ensemble,val_loss_ensemble
0,rankdad,0.0001,16,4,5,transformer,imdb,8,10,1.7744,5.72,6.0,4.0512,6.0,6.0,6.0,1.848,5.728,6.0,4.016,6.0,5.9968,6.0,3.6224,11.448,12.0,8.0672,12.0,11.9968,12.0,0.5667877793312073,1172.02001953125,0.6119,0.5,0.0,0.7380117177963257,1169.2412109375,0.6216,0.5,0.0,0.0,1170.630615234375,0.0,0,0.0,0.0,0.0,0
1,rankdad,0.0001,16,4,5,transformer,imdb,8,10,1.8672,5.9968,6.0,5.656,6.0,6.0,5.9952,1.9088,5.9872,6.0,5.64,5.9888,6.0,5.9952,3.776,11.984,12.0,11.296,11.9888,12.0,11.9904,0.3885380029678345,963.5255126953125,0.6656,0.65832,0.0,0.8495647311210632,943.3551025390625,0.6668,0.67192,0.0,0.0,953.4403076171875,0.0,0,0.0,0.0,0.0,0
2,rankdad,0.0001,16,4,5,transformer,imdb,8,10,1.7728,6.0,6.0,5.8736,6.0,6.0,6.0,1.7728,5.9952,6.0,5.9088,5.9968,6.0,6.0,3.5456,11.9952,12.0,11.7824,11.9968,12.0,12.0,0.537806510925293,873.2263793945312,0.7409,0.71264,0.0,0.5025767087936401,861.72998046875,0.7469,0.71928,0.0,0.0,867.4781494140625,0.0,0,0.0,0.0,0.0,0
3,rankdad,0.0001,16,4,5,transformer,imdb,8,10,1.7808,5.9984,6.0,5.9024,6.0,5.9984,6.0,1.8688,6.0,6.0,5.8832,6.0,6.0,6.0,3.6496,11.9984,12.0,11.7856,12.0,11.9984,12.0,0.7810342907905579,850.3958740234375,0.7775,0.73176,0.0,0.4415135681629181,822.5477905273438,0.7825,0.7422,0.0,0.0,836.4718017578125,0.0,0,0.0,0.0,0.0,0
4,rankdad,0.0001,16,4,5,transformer,imdb,8,10,1.8384,6.0,6.0,5.8736,6.0,5.9936,5.9984,1.784,6.0,6.0,5.8704,6.0,5.9952,6.0,3.6224,12.0,12.0,11.744,12.0,11.9888,11.9984,0.6129558682441711,790.0077514648438,0.7989,0.75688,0.0,0.37145519256591797,806.888916015625,0.8076,0.75376,0.0,0.0,798.4483642578125,0.0,0,0.0,0.0,0.0,0
5,rankdad,0.0001,16,4,5,transformer,imdb,8,10,1.8544,5.9904,6.0,5.8304,6.0,5.9968,6.0,1.8288,6.0,6.0,5.8448,6.0,6.0,6.0,3.6832,11.9904,12.0,11.6752,12.0,11.9968,12.0,0.47799524664878845,780.3027954101562,0.8137,0.76356,0.0,0.3169640004634857,780.0955200195312,0.8265,0.76504,0.0,0.0,780.1991577148438,0.0,0,0.0,0.0,0.0,0
6,rankdad,0.0001,16,4,5,transformer,imdb,8,10,1.6864,6.0,6.0,5.8704,6.0,5.9984,5.9952,1.8032,5.9984,6.0,5.8512,6.0,5.9968,6.0,3.4896,11.9984,12.0,11.7216,12.0,11.9952,11.9952,0.45042842626571655,825.9344482421875,0.8321,0.75672,0.0,0.24200791120529175,838.9716796875,0.8436,0.75768,0.0,0.0,832.4530639648438,0.0,0,0.0,0.0,0.0,0
7,rankdad,0.0001,16,4,5,transformer,imdb,8,10,1.7696,6.0,6.0,5.8576,6.0,6.0,6.0,1.8208,6.0,6.0,5.8272,6.0,6.0,6.0,3.5904,12.0,12.0,11.6848,12.0,12.0,12.0,0.34123265743255615,789.0877075195312,0.8447,0.76968,0.0,0.40277114510536194,804.056396484375,0.8576,0.77136,0.0,0.0,796.572021484375,0.0,0,0.0,0.0,0.0,0
8,rankdad,0.0001,16,4,5,transformer,imdb,8,10,1.856,6.0,6.0,5.816,6.0,5.9984,6.0,1.7872,6.0,6.0,5.8288,6.0,6.0,6.0,3.6432,12.0,12.0,11.6448,12.0,11.9984,12.0,0.2440340518951416,833.0518798828125,0.8581,0.76648,0.0,0.27916136384010315,821.7887573242188,0.8691,0.77112,0.0,0.0,827.4202880859375,0.0,0,0.0,0.0,0.0,0
9,rankdad,0.0001,16,4,5,transformer,imdb,8,10,1.8912,6.0,6.0,5.8384,6.0,6.0,6.0,1.7424,6.0,6.0,5.816,6.0,6.0,6.0,3.6336,12.0,12.0,11.6544,12.0,12.0,12.0,0.3173862099647522,860.6396484375,0.872,0.76992,0.0,0.20820565521717072,904.6917724609375,0.8817,0.76448,0.0,0.0,882.6657104492188,0.0,0,0.0,0.0,0.0,0
10,rankdad,0.0001,16,4,5,transformer,imdb,8,10,1.8192,6.0,6.0,5.8256,6.0,6.0,6.0,1.7872,6.0,6.0,5.736,6.0,5.9984,6.0,3.6064,12.0,12.0,11.5616,12.0,11.9984,12.0,0.6130082607269287,888.2655639648438,0.8826,0.77124,0.0,0.11609173566102982,929.1741943359375,0.8929,0.77052,0.0,0.0,908.7198486328125,0.0,0,0.0,0.0,0.0,0
11,rankdad,0.0001,16,4,5,transformer,imdb,8,10,1.792,5.9936,6.0,5.7584,6.0,5.992,6.0,1.7648,6.0,6.0,5.7264,6.0,5.9984,6.0,3.5568,11.9936,12.0,11.4848,12.0,11.9904,12.0,0.7250508069992065,859.1304931640625,0.8932,0.77412,0.0,0.13849908113479614,881.3056030273438,0.9034,0.77832,0.0,0.0,870.218017578125,0.0,0,0.0,0.0,0.0,0
12,rankdad,0.0001,16,4,5,transformer,imdb,8,10,1.8064,6.0,6.0,5.7072,6.0,5.9984,6.0,1.7872,6.0,6.0,5.6768,6.0,5.9984,6.0,3.5936,12.0,12.0,11.384,12.0,11.9968,12.0,0.5158275961875916,922.38818359375,0.9081,0.77612,0.0,0.06466890871524811,920.4815063476562,0.9135,0.7818,0.0,0.0,921.434814453125,0.0,0,0.0,0.0,0.0,0
