epoch,mode,lr,batch_size,k,kf,model,dataset,rank,numiterations,"effective_rank_site_0_Linear(in_features=128, out_features=128, bias=False)13","effective_rank_site_0_Linear(in_features=512, out_features=128, bias=True)30","effective_rank_site_0_Linear(in_features=128, out_features=512, bias=True)32","effective_rank_site_1_Linear(in_features=128, out_features=128, bias=False)13","effective_rank_site_1_Linear(in_features=512, out_features=128, bias=True)30","effective_rank_site_1_Linear(in_features=128, out_features=512, bias=True)32","effective_rank_site_agg_Linear(in_features=128, out_features=128, bias=False)13","effective_rank_site_agg_Linear(in_features=512, out_features=128, bias=True)30","effective_rank_site_agg_Linear(in_features=128, out_features=512, bias=True)32",train_loss_site_0,test_loss_site_0,train_acc_site_0,test_acc_site_0,val_acc_site_0,train_loss_site_1,test_loss_site_1,train_acc_site_1,test_acc_site_1,val_acc_site_1,test_acc_avg,test_loss_avg,test_acc_ensemble,test_loss_ensemble,val_acc_avg,val_loss_avg,val_acc_ensemble,val_loss_ensemble
0,rankdad,0.0001,4,-1,5,transformer,imdb,8,10,5.98528,6.0,6.0,5.9904,6.0,6.0,11.97568,12.0,12.0,0.635924220085144,3717.64208984375,0.56344,0.6774,0.0,0.8486287593841553,3766.822998046875,0.5628,0.668,0.0,0.68476,0.8202545642852783,0.68584,0.9142544865608215,0.0,0.0,0.0,0
1,rankdad,0.0001,4,-1,5,transformer,imdb,8,10,5.99808,6.0,6.0,5.99488,6.0,6.0,11.99296,12.0,12.0,0.5119502544403076,3320.322021484375,0.73024,0.72392,0.0,0.7611792683601379,3495.046875,0.7196,0.70972,0.0,0.74388,0.3853141665458679,0.7516,0.5214495360851288,0.0,0.0,0.0,0
2,rankdad,0.0001,4,-1,5,transformer,imdb,8,10,5.99744,6.0,6.0,5.99584,6.0,6.0,11.99328,12.0,12.0,0.6347585916519165,3097.572265625,0.8008,0.75856,0.0,0.1645829677581787,3000.895751953125,0.79312,0.7668,0.0,0.76548,0.09771692752838135,0.77592,0.13174578547477722,0.0,0.0,0.0,0
3,rankdad,0.0001,4,-1,5,transformer,imdb,8,10,5.9984,6.0,6.0,5.99584,6.0,6.0,11.99424,12.0,12.0,0.06992512941360474,3051.642333984375,0.84992,0.76412,0.0,0.28414803743362427,2912.40234375,0.84304,0.77972,0.0,0.77148,0.08640062808990479,0.7888,0.11994192004203796,0.0,0.0,0.0,0
4,rankdad,0.0001,4,-1,5,transformer,imdb,8,10,5.99904,6.0,6.0,5.99744,6.0,6.0,11.99648,12.0,12.0,0.2065037488937378,2997.04248046875,0.88504,0.7818,0.0,0.27729639410972595,3160.677490234375,0.8856,0.76876,0.0,0.77536,0.5483148694038391,0.78844,0.36734525859355927,0.0,0.0,0.0,0
5,rankdad,0.0001,4,-1,5,transformer,imdb,8,10,5.99968,6.0,6.0,5.9984,6.0,6.0,11.99808,12.0,12.0,0.2237129509449005,3169.99267578125,0.91928,0.776,0.0,0.02114051580429077,3055.26318359375,0.91544,0.7906,0.0,0.78532,0.38065746426582336,0.79812,0.3596601188182831,0.0,0.0,0.0,0
6,rankdad,0.0001,4,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,5.9984,6.0,6.0,11.9984,12.0,12.0,0.02441990375518799,3244.124755859375,0.94704,0.78856,0.0,0.010340392589569092,3280.619384765625,0.9444,0.78868,0.0,0.79064,0.3616145849227905,0.80484,0.5008353292942047,0.0,0.0,0.0,0
7,rankdad,0.0001,4,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,0.5347805619239807,3855.540771484375,0.9676,0.77532,0.0,0.07561707496643066,3949.27734375,0.96632,0.7792,0.0,0.78616,0.18618473410606384,0.79404,0.3215080350637436,0.0,0.0,0.0,0
8,rankdad,0.0001,4,-1,5,transformer,imdb,8,10,5.9984,6.0,6.0,6.0,6.0,6.0,11.9984,12.0,12.0,0.011622369289398193,3858.5322265625,0.98096,0.79132,0.0,0.012707293033599854,4096.021484375,0.97904,0.78904,0.0,0.79636,0.5801074504852295,0.808,0.701776772737503,0.0,0.0,0.0,0
9,rankdad,0.0001,4,-1,5,transformer,imdb,8,10,5.99968,6.0,6.0,5.99936,6.0,6.0,11.99904,12.0,12.0,0.0026568174362182617,4208.19189453125,0.9904,0.794,0.0,0.0031599998474121094,4055.420654296875,0.98912,0.79816,0.0,0.79956,0.5502647757530212,0.81264,0.5316696465015411,0.0,0.0,0.0,0
10,rankdad,0.0001,4,-1,5,transformer,imdb,8,10,5.99968,6.0,6.0,6.0,6.0,6.0,11.99968,12.0,12.0,0.0025461316108703613,4803.92919921875,0.99704,0.7874,0.0,0.009193658828735352,4519.51416015625,0.99504,0.79376,0.0,0.79856,2.4504992961883545,0.81592,2.7494033575057983,0.0,0.0,0.0,0
11,rankdad,0.0001,4,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,5.99968,6.0,6.0,11.99968,12.0,12.0,0.0001214742660522461,4886.22412109375,0.99912,0.79432,0.0,0.0031256675720214844,4908.48046875,0.99872,0.79652,0.0,0.80064,0.020740389823913574,0.81472,0.08849133551120758,0.0,0.0,0.0,0
12,rankdad,0.0001,4,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,0.0014960765838623047,5276.44677734375,0.99928,0.79656,0.0,0.0006791353225708008,5337.60400390625,0.99928,0.79568,0.0,0.80212,0.3669337332248688,0.818,0.16343823075294495,0.0,0.0,0.0,0
13,rankdad,0.0001,4,-1,5,transformer,imdb,8,10,5.99904,6.0,6.0,6.0,6.0,6.0,11.99904,12.0,12.0,0.012931227684020996,7488.78271484375,0.99944,0.76056,0.0,0.0006357431411743164,5563.34765625,0.99936,0.79956,0.0,0.8002,0.28177767992019653,0.80496,0.09497568011283875,0.0,0.0,0.0,0
14,rankdad,0.0001,4,-1,5,transformer,imdb,8,10,5.99904,6.0,6.0,6.0,6.0,6.0,11.99904,12.0,12.0,0.00042057037353515625,5593.7900390625,0.99976,0.79356,0.0,0.0001271963119506836,6017.64208984375,0.99968,0.79048,0.0,0.8024,2.967085361480713,0.81468,3.2207729816436768,0.0,0.0,0.0,0
15,rankdad,0.0001,4,-1,5,transformer,imdb,8,10,5.99936,6.0,6.0,6.0,6.0,6.0,11.99936,12.0,12.0,6.783008575439453e-05,7231.03369140625,0.99976,0.77572,0.0,2.384185791015625e-07,6139.3681640625,0.99936,0.79852,0.0,0.80248,0.02495783567428589,0.81504,0.6318545341491699,0.0,0.0,0.0,0
16,rankdad,0.0001,4,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,5.030632019042969e-05,6139.0361328125,0.99968,0.7946,0.0,0.04810407757759094,6141.9052734375,0.99952,0.7998,0.0,0.8042,0.3066246509552002,0.81584,2.6277334094047546,0.0,0.0,0.0,0
17,rankdad,0.0001,4,-1,5,transformer,imdb,8,10,5.99936,6.0,6.0,6.0,6.0,6.0,11.99936,12.0,12.0,0.0010602474212646484,6392.7958984375,0.99976,0.7976,0.0,2.276897430419922e-05,6827.2177734375,0.99944,0.79144,0.0,0.80532,0.13886615633964539,0.81824,0.978722870349884,0.0,0.0,0.0,0
18,rankdad,0.0001,4,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,5.99872,6.0,6.0,11.99872,12.0,12.0,7.152557373046875e-07,7101.04296875,0.9996,0.79164,0.0,1.7762184143066406e-05,6591.8701171875,0.9996,0.80144,0.0,0.80416,0.8121050000190735,0.81868,0.20005732774734497,0.0,0.0,0.0,0
19,rankdad,0.0001,4,-1,5,transformer,imdb,8,10,5.99968,6.0,6.0,6.0,6.0,6.0,11.99968,12.0,12.0,0.0025073885917663574,7529.56005859375,0.99952,0.78872,0.0,4.2557716369628906e-05,7398.07275390625,0.99944,0.79732,0.0,0.80568,2.7083606719970703,0.82084,4.634129285812378,0.0,0.0,0.0,0
20,rankdad,0.0001,4,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,2.9802322387695312e-06,7245.1328125,0.9996,0.79264,0.0,0.0005265474319458008,7505.37548828125,0.99944,0.79828,0.0,0.80572,3.0994415283203125e-06,0.82236,1.0132789611816406e-06,0.0,0.0,0.0,0
21,rankdad,0.0001,4,-1,5,transformer,imdb,8,10,5.99904,6.0,6.0,6.0,6.0,6.0,11.99904,12.0,12.0,7.152557373046875e-07,7074.587890625,0.99944,0.79868,0.0,5.0067901611328125e-06,7047.2138671875,0.9992,0.7998,0.0,0.80668,0.015410006046295166,0.82128,0.016618072986602783,0.0,0.0,0.0,0
