,epoch,mode,lr,batch_size,train_loss_site_0,test_loss_site_0,train_acc_site_0,test_acc_site_0,train_loss_site_1,test_loss_site_1,train_acc_site_1,test_acc_site_1,test_acc_avg
35,35,noshare,1e-05,32,3.9458274841308594e-05,30.241209030151367,1.0,0.5058,0.003494739532470703,29.10017204284668,0.9998979730648891,0.4702,0.6075
36,36,noshare,1e-05,32,3.421306610107422e-05,30.521446228027344,1.0,0.5061,0.0021973338443785906,29.412466049194336,0.9999319820432594,0.4702,0.6112
37,37,noshare,1e-05,32,2.4080276489257812e-05,30.782922744750977,1.0,0.5063,0.0022123882081359625,29.63209342956543,1.0,0.4705,0.6144
38,38,noshare,1e-05,32,1.6927719116210938e-05,31.022493362426758,1.0,0.5062,0.0020658287685364485,29.93215560913086,1.0,0.4706,0.6189
39,39,noshare,1e-05,32,1.5735626220703125e-05,31.24872589111328,1.0,0.5062,0.0016890253173187375,30.16402816772461,1.0,0.4708,0.621
40,40,noshare,1e-05,32,1.239776611328125e-05,31.55906867980957,1.0,0.5066,0.0012027195189148188,30.43840980529785,1.0,0.4709,0.6237
41,41,noshare,1e-05,32,1.1801719665527344e-05,31.735868453979492,1.0,0.5066,0.0009351457701995969,30.670866012573242,1.0,0.4709,0.6268
42,42,noshare,1e-05,32,7.62939453125e-06,31.945663452148438,1.0,0.5067,0.0007299695862457156,30.94365882873535,1.0,0.4715,0.63
43,43,noshare,1e-05,32,5.7220458984375e-06,32.10544204711914,1.0,0.5067,0.0006355558289214969,31.172496795654297,1.0,0.4714,0.6334
44,44,noshare,1e-05,32,3.6954879760742188e-06,32.29389953613281,1.0,0.5069,0.0005340916686691344,31.453397750854492,1.0,0.4716,0.6331
45,45,noshare,1e-05,32,2.6226043701171875e-06,32.44742965698242,1.0,0.507,0.0004650865157600492,31.724071502685547,1.0,0.4717,0.6363
46,46,noshare,1e-05,32,2.6226043701171875e-06,32.55575180053711,1.0,0.5074,0.00032527107396163046,31.992250442504883,1.0,0.4719,0.6385
47,47,noshare,1e-05,32,2.384185791015625e-06,32.5993766784668,1.0,0.5076,0.0003440380096435547,32.172698974609375,1.0,0.472,0.6427
48,48,noshare,1e-05,32,1.6689300537109375e-06,32.547149658203125,1.0,0.5075,0.0002462523407302797,32.40351104736328,1.0,0.472,0.6444
49,49,noshare,1e-05,32,1.3113021850585938e-06,32.5265007019043,1.0,0.508,0.00020040784147568047,32.62855911254883,1.0,0.4722,0.6468
