,epoch,mode,ls1,ls2,acc1,acc2,tls1,tls2,tacc1,tacc2,tlsa,tacca
0,0,halfdata,0.8069931268692017,2.3531253337860107,0.6742384625441235,0.1129559419531965,2.2578887939453125,2.3862826824188232,0.4515,0.1083,2.2578887939453125,0.4515
1,1,halfdata,0.45152831077575684,2.3531253337860107,0.9057066283174271,0.1129559419531965,2.396796703338623,2.3862826824188232,0.4809,0.1083,2.396796703338623,0.4809
2,2,halfdata,0.2576950788497925,2.3531253337860107,0.9346646620473265,0.1129559419531965,2.5145773887634277,2.3862826824188232,0.4878,0.1083,2.5145773887634277,0.4878
3,3,halfdata,0.15422672033309937,2.3531253337860107,0.9459733298470389,0.1129559419531965,2.6388063430786133,2.3862826824188232,0.4911,0.1083,2.6388063430786133,0.4911
4,4,halfdata,0.11623966693878174,2.3531253337860107,0.9530330762191136,0.1129559419531965,2.758561611175537,2.3862826824188232,0.4938,0.1083,2.758561611175537,0.4938
5,5,halfdata,0.08872783184051514,2.3531253337860107,0.9578049418224605,0.1129559419531965,2.8917157649993896,2.3862826824188232,0.494,0.1083,2.8917157649993896,0.494
6,6,halfdata,0.06867337226867676,2.3531253337860107,0.9616943391292979,0.1129559419531965,3.008124351501465,2.3862826824188232,0.4963,0.1083,3.008124351501465,0.4963
7,7,halfdata,0.05645418167114258,2.3531253337860107,0.9644397960517714,0.1129559419531965,3.130552291870117,2.3862826824188232,0.4965,0.1083,3.130552291870117,0.4965
8,8,halfdata,0.04385232925415039,2.3531253337860107,0.9666949928095175,0.1129559419531965,3.252434730529785,2.3862826824188232,0.4972,0.1083,3.252434730529785,0.4972
9,9,halfdata,0.0337299108505249,2.3531253337860107,0.9691136096221729,0.1129559419531965,3.38191294670105,2.3862826824188232,0.4984,0.1083,3.38191294670105,0.4984
10,10,halfdata,0.031098008155822754,2.3531253337860107,0.9697999738527913,0.1129559419531965,3.5070643424987793,2.3862826824188232,0.4992,0.1083,3.5070643424987793,0.4992
11,11,halfdata,0.02738475799560547,2.3531253337860107,0.9714014903909007,0.1129559419531965,3.6247730255126953,2.3862826824188232,0.4995,0.1083,3.6247730255126953,0.4995
12,12,halfdata,0.026189565658569336,2.3531253337860107,0.9725127467642829,0.1129559419531965,3.774869203567505,2.3862826824188232,0.4999,0.1083,3.774869203567505,0.4999
13,13,halfdata,0.023588895797729492,2.3531253337860107,0.9736240031376651,0.1129559419531965,3.9031643867492676,2.3862826824188232,0.5,0.1083,3.9031643867492676,0.5
14,14,halfdata,0.020366430282592773,2.3531253337860107,0.9742776833573016,0.1129559419531965,4.021872043609619,2.3862826824188232,0.5004,0.1083,4.021872043609619,0.5004
15,15,halfdata,0.017856597900390625,2.3531253337860107,0.9747352595110472,0.1129559419531965,4.155764579772949,2.3862826824188232,0.5004,0.1083,4.155764579772949,0.5004
16,16,halfdata,0.015478372573852539,2.3531253337860107,0.9759772519283566,0.1129559419531965,4.288216590881348,2.3862826824188232,0.5009,0.1083,4.288216590881348,0.5009
17,17,halfdata,0.01323401927947998,2.3531253337860107,0.9765328801150477,0.1129559419531965,4.41321325302124,2.3862826824188232,0.5009,0.1083,4.41321325302124,0.5009
18,18,halfdata,0.01271355152130127,2.3531253337860107,0.9774807164335207,0.1129559419531965,4.52219295501709,2.3862826824188232,0.5007,0.1083,4.52219295501709,0.5007
19,19,halfdata,0.012772917747497559,2.3531253337860107,0.9781343966531573,0.1129559419531965,4.653036117553711,2.3862826824188232,0.501,0.1083,4.653036117553711,0.501
20,20,halfdata,0.01159965991973877,2.3531253337860107,0.978755392861812,0.1129559419531965,4.773131370544434,2.3862826824188232,0.5009,0.1083,4.773131370544434,0.5009
21,21,halfdata,0.011186361312866211,2.3531253337860107,0.9794417570924304,0.1129559419531965,4.874508380889893,2.3862826824188232,0.5009,0.1083,4.874508380889893,0.5009
22,22,halfdata,0.01088416576385498,2.3531253337860107,0.9804876454438489,0.1129559419531965,4.98397159576416,2.3862826824188232,0.501,0.1083,4.98397159576416,0.501
23,23,halfdata,0.0101548433303833,2.3531253337860107,0.9808798535756308,0.1129559419531965,5.1019415855407715,2.3862826824188232,0.5008,0.1083,5.1019415855407715,0.5008
24,24,halfdata,0.010095000267028809,2.3531253337860107,0.9812066936854491,0.1129559419531965,5.204059600830078,2.3862826824188232,0.5012,0.1083,5.204059600830078,0.5012
25,25,halfdata,0.00956261157989502,2.3531253337860107,0.9815662178062492,0.1129559419531965,5.317912578582764,2.3862826824188232,0.5011,0.1083,5.317912578582764,0.5011
26,26,halfdata,0.009871482849121094,2.3531253337860107,0.9818603739050856,0.1129559419531965,5.414761543273926,2.3862826824188232,0.5013,0.1083,5.414761543273926,0.5013
27,27,halfdata,0.009703636169433594,2.3531253337860107,0.9823833180807948,0.1129559419531965,5.512843132019043,2.3862826824188232,0.5012,0.1083,5.512843132019043,0.5012
28,28,halfdata,0.010516643524169922,2.3531253337860107,0.9828735782455222,0.1129559419531965,5.619282245635986,2.3862826824188232,0.5013,0.1083,5.619282245635986,0.5013
29,29,halfdata,0.00871586799621582,2.3531253337860107,0.9833311543992679,0.1129559419531965,5.71633243560791,2.3862826824188232,0.5016,0.1083,5.71633243560791,0.5016
30,30,halfdata,0.00836181640625,2.3531253337860107,0.9835272584651589,0.1129559419531965,5.804690837860107,2.3862826824188232,0.5015,0.1083,5.804690837860107,0.5015
31,31,halfdata,0.008231639862060547,2.3531253337860107,0.9839521506079226,0.1129559419531965,5.8950724601745605,2.3862826824188232,0.5015,0.1083,5.8950724601745605,0.5015
32,32,halfdata,0.007784128189086914,2.3531253337860107,0.98408288665185,0.1129559419531965,5.9894914627075195,2.3862826824188232,0.5014,0.1083,5.9894914627075195,0.5014
33,33,halfdata,0.007258057594299316,2.3531253337860107,0.9843443587397045,0.1129559419531965,6.064572811126709,2.3862826824188232,0.5016,0.1083,6.064572811126709,0.5016
34,34,halfdata,0.006200075149536133,2.3531253337860107,0.9848346189044319,0.1129559419531965,6.145451545715332,2.3862826824188232,0.5019,0.1083,6.145451545715332,0.5019
35,35,halfdata,0.0058509111404418945,2.3531253337860107,0.985194143025232,0.1129559419531965,6.228893756866455,2.3862826824188232,0.5023,0.1083,6.228893756866455,0.5023
36,36,halfdata,0.005967974662780762,2.3531253337860107,0.9855536671460322,0.1129559419531965,6.31304407119751,2.3862826824188232,0.5022,0.1083,6.31304407119751,0.5022
37,37,halfdata,0.005569934844970703,2.3531253337860107,0.9859131912668323,0.1129559419531965,6.395360946655273,2.3862826824188232,0.5023,0.1083,6.395360946655273,0.5023
38,38,halfdata,0.005435824394226074,2.3531253337860107,0.9861419793437051,0.1129559419531965,6.469637393951416,2.3862826824188232,0.5019,0.1083,6.469637393951416,0.5019
39,39,halfdata,0.005473613739013672,2.3531253337860107,0.9861746633546868,0.1129559419531965,6.532987594604492,2.3862826824188232,0.5021,0.1083,6.532987594604492,0.5021
40,40,halfdata,0.00530695915222168,2.3531253337860107,0.9866649235194143,0.1129559419531965,6.608952522277832,2.3862826824188232,0.5023,0.1083,6.608952522277832,0.5023
41,41,halfdata,0.005151867866516113,2.3531253337860107,0.9867956595633416,0.1129559419531965,6.675596237182617,2.3862826824188232,0.5026,0.1083,6.675596237182617,0.5026
42,42,halfdata,0.005200862884521484,2.3531253337860107,0.9867956595633416,0.1129559419531965,6.7458977699279785,2.3862826824188232,0.5027,0.1083,6.7458977699279785,0.5027
43,43,halfdata,0.004466414451599121,2.3531253337860107,0.9872205517061053,0.1129559419531965,6.820484161376953,2.3862826824188232,0.5031,0.1083,6.820484161376953,0.5031
44,44,halfdata,0.0039632320404052734,2.3531253337860107,0.9873512877500327,0.1129559419531965,6.888689041137695,2.3862826824188232,0.5029,0.1083,6.888689041137695,0.5029
45,45,halfdata,0.003841996192932129,2.3531253337860107,0.9875473918159237,0.1129559419531965,6.948436737060547,2.3862826824188232,0.5028,0.1083,6.948436737060547,0.5028
