,epoch,mode,ls1,ls2,acc1,acc2,tls1,tls2,tacc1,tacc2,tlsa,tacca
0,0,edad,1.14400315284729,1.3283830881118774,0.6224156692056583,0.4887770371378044,2.1232621669769287,2.1232621669769287,0.7594,0.7594,2.1232621669769287,0.7594
1,0,dsgd,1.1440035104751587,1.3283838033676147,0.6224156692056583,0.4887770371378044,2.1232621669769287,2.1232621669769287,0.7594,0.7594,2.1232621669769287,0.7594
2,0,noshare,0.55757075548172,0.20872507989406586,0.7818620783460283,0.6267514623860699,25.10025978088379,21.20338249206543,0.4703,0.4089,7.628054618835449,0.3979
3,0,pooled,1.2300471067428589,1.2300471067428589,1.1111262241566922,1.1112773772275881,2.123262643814087,2.123262643814087,0.7594,0.7594,1.2300471067428589,0.7594
4,1,edad,0.2839590907096863,0.49916109442710876,0.8351809031556039,0.7613589987756768,1.3170230388641357,1.3170230388641357,0.8392,0.8392,1.3170230388641357,0.8392
5,1,dsgd,0.28395891189575195,0.49916166067123413,0.8351809031556039,0.7613589987756768,1.3170228004455566,1.3170228004455566,0.8392,0.8392,1.3170228004455566,0.8392
6,1,noshare,0.2418195605278015,0.07028020918369293,0.9274347116430903,0.86032512583322,25.535131454467773,23.090194702148438,0.485,0.4314,6.084793567657471,0.4567
7,1,pooled,0.3838998079299927,0.3838998079299927,1.596402339499456,1.5966195075499932,1.3170061111450195,1.3170061111450195,0.8393,0.8393,0.3838998079299927,0.8393
8,2,edad,0.06014558672904968,0.3330431282520294,0.876598204570185,0.8215208815127194,1.0068129301071167,1.0068129301071167,0.8663,0.8663,1.0068129301071167,0.8663
9,2,dsgd,0.06014561653137207,0.3330431878566742,0.876598204570185,0.8215208815127194,1.0068128108978271,1.0068128108978271,0.8663,0.8663,1.0068128108978271,0.8663
10,2,noshare,0.05619388818740845,0.10538114607334137,0.94685119695321,0.9015099986396409,25.54525375366211,23.6621150970459,0.4907,0.442,5.413752555847168,0.4844
11,2,pooled,0.18780861794948578,0.18780861794948578,1.6981433623503808,1.6983743708339,1.0068025588989258,1.0068025588989258,0.8665,0.8665,0.18780861794948578,0.8665
12,3,edad,0.0120200514793396,0.2448127716779709,0.8960486942328618,0.8536593660726431,0.8311108350753784,0.8311108350753784,0.883,0.883,0.8311108350753784,0.883
13,3,dsgd,0.012020081281661987,0.2448129802942276,0.8960486942328618,0.8536593660726431,0.831110954284668,0.831110954284668,0.883,0.883,0.831110954284668,0.883
14,3,noshare,0.006423532962799072,0.13322141766548157,0.9569164853101197,0.9213712420078901,25.474456787109375,23.837377548217773,0.4948,0.4469,5.0555243492126465,0.4979
15,3,pooled,0.12090232223272324,0.12090232223272324,1.749693960826986,1.7499319820432595,0.831186830997467,0.831186830997467,0.8828,0.8828,0.12090232223272324,0.8828
16,4,edad,0.010311216115951538,0.21417701244354248,0.9084602829162133,0.8715820976737859,0.7151979207992554,0.7151979207992554,0.8932,0.8932,0.7151979207992554,0.8932
17,4,dsgd,0.010311216115951538,0.21417713165283203,0.9084602829162133,0.8715820976737859,0.7151978611946106,0.7151978611946106,0.8932,0.8932,0.7151978611946106,0.8932
18,4,noshare,0.0017540454864501953,0.14296706020832062,0.9637853645266594,0.9329342946537886,25.221254348754883,23.977447509765625,0.4975,0.4515,4.808415412902832,0.5106
19,4,pooled,0.10558157414197922,0.10558157414197922,1.7798218171926006,1.780063936879336,0.7151286602020264,0.7151286602020264,0.8934,0.8934,0.10558157414197922,0.8934
20,5,edad,0.006962299346923828,0.2003605216741562,0.9176414581066377,0.8850836620867909,0.6312096118927002,0.6312096118927002,0.9023,0.9023,0.6312096118927002,0.9023
21,5,dsgd,0.006962239742279053,0.20036056637763977,0.9176414581066377,0.8850836620867909,0.631209671497345,0.631209671497345,0.9023,0.9023,0.631209671497345,0.9023
22,5,noshare,0.0005970597267150879,0.14402474462985992,0.9694640914036997,0.9425248265542103,24.98631477355957,24.047975540161133,0.4988,0.4544,4.661645889282227,0.5134
23,5,pooled,0.09795469790697098,0.09795469790697098,1.8027067464635473,1.8029519793225413,0.631390392780304,0.631390392780304,0.9025,0.9025,0.09795469790697098,0.9025
24,6,edad,0.004585891962051392,0.1961083859205246,0.9254964635473341,0.8966127057543192,0.5677607655525208,0.5677607655525208,0.9087,0.9087,0.5677607655525208,0.9087
25,6,dsgd,0.004585951566696167,0.19610850512981415,0.9254964635473341,0.8966127057543192,0.5677607655525208,0.5677607655525208,0.9087,0.9087,0.5677607655525208,0.9087
26,6,noshare,0.00019562244415283203,0.12997736036777496,0.9736126224156693,0.950108828730785,24.87014389038086,24.07431411743164,0.4998,0.4568,4.567939281463623,0.516
27,6,pooled,0.09385586529970169,0.09385586529970169,1.8219192056583242,1.8221670521017548,0.5676553249359131,0.5676553249359131,0.9088,0.9088,0.09385586529970169,0.9088
28,7,edad,0.0016106367111206055,0.19497165083885193,0.9325693688792165,0.9056931029791865,0.5187271237373352,0.5187271237373352,0.915,0.915,0.5187271237373352,0.915
29,7,dsgd,0.0016106963157653809,0.19497177004814148,0.9325693688792165,0.9056931029791865,0.51872718334198,0.51872718334198,0.915,0.915,0.51872718334198,0.915
30,7,noshare,7.158517837524414e-05,0.11859627813100815,0.9776931447225244,0.9564685076860291,24.795902252197266,24.044851303100586,0.5003,0.4582,4.494176387786865,0.5195
31,7,pooled,0.09278582781553268,0.09278582781553268,1.8380372687704025,1.8382873078492723,0.5181117057800293,0.5181117057800293,0.9151,0.9151,0.09278582781553268,0.9151
