,epoch,mode,lr,batch_size,train_loss_site_0,test_loss_site_0,train_acc_site_0,test_acc_site_0,train_loss_site_1,test_loss_site_1,train_acc_site_1,test_acc_site_1,train_loss_site_2,test_loss_site_2,train_acc_site_2,test_acc_site_2,test_acc_avg
27,27,noshare,1e-05,32,0.0006631016731262207,30.417224884033203,1.0,0.4079,0.00023848435375839472,41.61357879638672,1.0,0.2773,0.01026606559753418,43.50177764892578,0.9981378026070763,0.2914,0.3081
28,28,noshare,1e-05,32,0.0005061626434326172,30.539878845214844,1.0,0.408,0.00017133251822087914,41.843048095703125,1.0,0.2774,0.0108756422996521,43.7589111328125,0.9986615456238361,0.2913,0.3083
29,29,noshare,1e-05,32,0.00041413307189941406,30.670503616333008,1.0,0.4082,0.00012542461627162993,42.08343505859375,1.0,0.2776,0.010571181774139404,43.90293884277344,0.9989525139664804,0.292,0.3086
30,30,noshare,1e-05,32,0.0003635287284851074,30.805824279785156,1.0,0.4083,8.01744099589996e-05,42.271820068359375,1.0,0.2777,0.00816306471824646,44.176063537597656,0.9990689013035382,0.2923,0.3096
31,31,noshare,1e-05,32,0.00029987096786499023,30.919172286987305,1.0,0.4086,5.6102358939824626e-05,42.53254699707031,1.0,0.2777,0.007660984992980957,44.4455451965332,0.9991852886405959,0.2923,0.3106
32,32,noshare,1e-05,32,0.00023359060287475586,31.035552978515625,1.0,0.4086,3.722618203028105e-05,42.70042037963867,1.0,0.278,0.005909740924835205,44.666786193847656,0.9994762569832403,0.2925,0.311
33,33,noshare,1e-05,32,0.00021785497665405273,31.202299118041992,1.0,0.4088,2.2230477043194696e-05,42.887489318847656,1.0,0.278,0.004334479570388794,44.83922576904297,0.9995926443202979,0.2924,0.3123
34,34,noshare,1e-05,32,0.0001590251922607422,31.319290161132812,1.0,0.4088,1.578495357534848e-05,43.09130096435547,1.0,0.2779,0.0034852027893066406,45.08448791503906,0.9996508379888268,0.2925,0.3135
35,35,noshare,1e-05,32,0.0001399517059326172,31.464641571044922,1.0,0.4089,1.157563292508712e-05,43.26587677001953,1.0,0.278,0.002604454755783081,45.298763275146484,0.9998254189944135,0.2928,0.3138
36,36,noshare,1e-05,32,0.00011295080184936523,31.5723876953125,1.0,0.4091,8.287101081805304e-06,43.466163635253906,1.0,0.2781,0.0020879805088043213,45.61155319213867,0.9999418063314711,0.2929,0.3151
37,37,noshare,1e-05,32,8.469820022583008e-05,31.735340118408203,1.0,0.4092,6.7086057242704555e-06,43.70033264160156,1.0,0.2781,0.0015843510627746582,45.84657669067383,1.0,0.2931,0.3167
38,38,noshare,1e-05,32,6.836652755737305e-05,31.87879753112793,1.0,0.4093,5.261651494947728e-06,43.905452728271484,1.0,0.2781,0.0012800991535186768,46.06770706176758,1.0,0.2931,0.3172
39,39,noshare,1e-05,32,5.5909156799316406e-05,32.02342987060547,1.0,0.4093,4.077779976796592e-06,44.06748962402344,1.0,0.2782,0.0010194480419158936,46.33614730834961,1.0,0.2932,0.318
40,40,noshare,1e-05,32,3.9696693420410156e-05,32.14677047729492,1.0,0.4094,3.1569909424433718e-06,44.27239227294922,1.0,0.2782,0.0007845461368560791,46.551204681396484,1.0,0.2936,0.3201
41,41,noshare,1e-05,32,3.445148468017578e-05,32.326786041259766,1.0,0.4094,2.7623668756859843e-06,44.47399139404297,1.0,0.2782,0.0006400346755981445,46.83641052246094,1.0,0.2937,0.3206
42,42,noshare,1e-05,32,2.5033950805664062e-05,32.472999572753906,1.0,0.4096,1.97311919691856e-06,44.67136001586914,1.0,0.2782,0.0005326271057128906,47.05912780761719,1.0,0.2935,0.3219
43,43,noshare,1e-05,32,1.9550323486328125e-05,32.619956970214844,1.0,0.4099,1.5784954712216859e-06,44.83562469482422,1.0,0.2784,0.00044271349906921387,47.26865768432617,1.0,0.2937,0.3228
44,44,noshare,1e-05,32,1.3709068298339844e-05,32.77524185180664,1.0,0.41,1.315412873736932e-06,45.012733459472656,1.0,0.2784,0.0003783106803894043,47.51002502441406,1.0,0.2936,0.3245
45,45,noshare,1e-05,32,1.1324882507324219e-05,32.90642547607422,1.0,0.41,1.052330276252178e-06,45.13165283203125,1.0,0.2784,0.0002924501895904541,47.76295852661133,1.0,0.2937,0.3244
46,46,noshare,1e-05,32,8.881092071533203e-06,33.03557586669922,1.0,0.4101,7.892477356108429e-07,45.22062683105469,1.0,0.2785,0.00026112794876098633,48.03821563720703,1.0,0.2936,0.3252
47,47,noshare,1e-05,32,7.092952728271484e-06,33.190406799316406,1.0,0.41,5.26165138126089e-07,45.28963088989258,1.0,0.2786,0.00019100308418273926,48.276798248291016,1.0,0.2939,0.3265
48,48,noshare,1e-05,32,6.496906280517578e-06,33.33191680908203,1.0,0.4103,3.9462386780542147e-07,45.2548828125,1.0,0.2787,0.00016868114471435547,48.53754425048828,1.0,0.2939,0.3273
49,49,noshare,1e-05,32,4.470348358154297e-06,33.43939208984375,1.0,0.4102,2.630825690630445e-07,45.23762893676758,1.0,0.2788,0.00013783574104309082,48.78068161010742,1.0,0.2941,0.3282
