,epoch,mode,lr,batch_size,train_loss_site_0,test_loss_site_0,train_acc_site_0,test_acc_site_0,train_loss_site_1,test_loss_site_1,train_acc_site_1,test_acc_site_1,train_loss_site_2,test_loss_site_2,train_acc_site_2,test_acc_site_2,test_acc_avg
25,25,edad,1e-05,32,0.020830698311328888,0.33014824986457825,0.9705540037243948,0.9396,1.0842008590698242,0.33014824986457825,0.9737500727547873,0.9396,0.24745246767997742,0.33014824986457825,0.9562965549348231,0.9396,0.9396
26,26,edad,1e-05,32,0.01657821238040924,0.3242431581020355,0.9721252327746741,0.9404,1.06630539894104,0.3242431581020355,0.9750305570106513,0.9404,0.22902415692806244,0.3242431581020355,0.9578677839851024,0.9404,0.9404
27,27,edad,1e-05,32,0.014259099960327148,0.3187287449836731,0.9741620111731844,0.9414,1.0463933944702148,0.3187287449836731,0.9770094872242594,0.9414,0.2147637903690338,0.3187287449836731,0.9603701117318436,0.9414,0.9414
28,28,edad,1e-05,32,0.01243939995765686,0.31381407380104065,0.9754422718808193,0.9417,1.0268540382385254,0.31381407380104065,0.9785227867993714,0.9417,0.20075204968452454,0.31381407380104065,0.9626396648044693,0.9417,0.9417
29,29,edad,1e-05,32,0.010661765933036804,0.3094315528869629,0.9768389199255121,0.9422,1.0084362030029297,0.3094315528869629,0.9795122519061754,0.9422,0.18513385951519012,0.3094315528869629,0.9644436685288641,0.9422,0.9422
30,30,edad,1e-05,32,0.009373567998409271,0.3052215874195099,0.9778864059590316,0.9428,0.9816368818283081,0.3052215874195099,0.9810255514812874,0.9428,0.17266762256622314,0.3052215874195099,0.9668878026070763,0.9428,0.9428
31,31,edad,1e-05,32,0.008917003870010376,0.3010159134864807,0.9794576350093109,0.9437,0.9589855074882507,0.3010159134864807,0.9828298702054595,0.9437,0.160044327378273,0.3010159134864807,0.9688081936685289,0.9437,0.9437
32,32,edad,1e-05,32,0.008088849484920502,0.2974397838115692,0.9808542830540037,0.945,0.9392338395118713,0.2974397838115692,0.9841103544613236,0.945,0.14971353113651276,0.2974397838115692,0.9703212290502793,0.945,0.945
33,33,edad,1e-05,32,0.0071178823709487915,0.2942313551902771,0.9824255121042831,0.9454,0.9167789816856384,0.2942313551902771,0.9848670042488796,0.9454,0.1400858461856842,0.2942313551902771,0.9718924581005587,0.9454,0.9454
34,34,edad,1e-05,32,0.0068812295794487,0.2907598614692688,0.9832402234636871,0.9463,0.8905125260353088,0.2907598614692688,0.9860892846749316,0.9463,0.12590521574020386,0.2907598614692688,0.9743947858472998,0.9463,0.9463
35,35,edad,1e-05,32,0.006470233201980591,0.28771641850471497,0.9840549348230913,0.9473,0.866385817527771,0.28771641850471497,0.9870205459519237,0.9473,0.11482849717140198,0.28771641850471497,0.9758496275605214,0.9473,0.9473
36,36,edad,1e-05,32,0.006127998232841492,0.2845269739627838,0.9851606145251397,0.9477,0.8498088717460632,0.2845269739627838,0.9877771957394796,0.9477,0.10108962655067444,0.2845269739627838,0.9777118249534451,0.9477,0.9477
37,37,edad,1e-05,32,0.005615338683128357,0.28190258145332336,0.9863244878957169,0.9477,0.8228376507759094,0.28190258145332336,0.9889994761655317,0.9477,0.08862538635730743,0.28190258145332336,0.9792248603351955,0.9477,0.9477
38,38,edad,1e-05,32,0.0054599568247795105,0.27932336926460266,0.9869064245810056,0.9487,0.7987880110740662,0.27932336926460266,0.9899307374425237,0.9487,0.07711657881736755,0.27932336926460266,0.9805633147113594,0.9487,0.9487
39,39,edad,1e-05,32,0.005265712738037109,0.2765120565891266,0.9883030726256983,0.9486,0.7766193151473999,0.2765120565891266,0.9903963680810197,0.9486,0.06856867671012878,0.2765120565891266,0.9816689944134078,0.9486,0.9486
40,40,edad,1e-05,32,0.005091860890388489,0.2742762565612793,0.9887686219739292,0.9493,0.7503674030303955,0.2742762565612793,0.9913858331878238,0.9493,0.060003116726875305,0.2742762565612793,0.9830074487895717,0.9493,0.9493
41,41,edad,1e-05,32,0.004615582525730133,0.2720886170864105,0.9898743016759777,0.9496,0.7248311042785645,0.2720886170864105,0.9920260753157558,0.9496,0.05231989920139313,0.2720886170864105,0.9840549348230913,0.9496,0.9496
42,42,edad,1e-05,32,0.004325591027736664,0.27012160420417786,0.9908635940409684,0.9499,0.7092239260673523,0.27012160420417786,0.9924335021244398,0.9499,0.04531295597553253,0.27012160420417786,0.9852770018621974,0.9499,0.9499
43,43,edad,1e-05,32,0.004369266331195831,0.2678462266921997,0.9915037243947858,0.9506,0.6824696660041809,0.2678462266921997,0.9933065595716198,0.9506,0.04050791263580322,0.2678462266921997,0.9860335195530726,0.9506,0.9506
44,44,edad,1e-05,32,0.004115574061870575,0.26635488867759705,0.9919110800744879,0.9512,0.66064453125,0.26635488867759705,0.9938303940399278,0.9512,0.036449119448661804,0.26635488867759705,0.9871973929236499,0.9512,0.9512
45,45,edad,1e-05,32,0.004399441182613373,0.264621764421463,0.99231843575419,0.9511,0.6383832693099976,0.264621764421463,0.9945288399976718,0.9511,0.03327617049217224,0.264621764421463,0.9879539106145251,0.9511,0.9511
46,46,edad,1e-05,32,0.00429198145866394,0.26339563727378845,0.9927839851024208,0.951,0.6115405559539795,0.26339563727378845,0.9951108782957918,0.951,0.03015705943107605,0.26339563727378845,0.9891177839851024,0.951,0.951
47,47,edad,1e-05,32,0.0044122859835624695,0.26155203580856323,0.9934823091247672,0.9512,0.5902811884880066,0.26155203580856323,0.9954018974448519,0.9512,0.027950167655944824,0.26155203580856323,0.9895251396648045,0.9512,0.9512
48,48,edad,1e-05,32,0.0043320804834365845,0.26001253724098206,0.9938896648044693,0.9522,0.5646752119064331,0.26001253724098206,0.9958675280833479,0.9522,0.025683194398880005,0.26001253724098206,0.9902816573556797,0.9522,0.9522
49,49,edad,1e-05,32,0.004487350583076477,0.2586471736431122,0.9943552141527002,0.9528,0.543535053730011,0.2586471736431122,0.9958675280833479,0.9528,0.025738373398780823,0.2586471736431122,0.991445530726257,0.9528,0.9528
