,epoch,mode,lr,batch_size,train_loss_site_0,test_loss_site_0,train_acc_site_0,test_acc_site_0,train_loss_site_1,test_loss_site_1,train_acc_site_1,test_acc_site_1,train_loss_site_2,test_loss_site_2,train_acc_site_2,test_acc_site_2,test_acc_avg
26,26,dsgd,1e-05,32,0.016579285264015198,0.32424336671829224,0.972183426443203,0.9404,1.0663042068481445,0.32424336671829224,0.9750305570106513,0.9404,0.2290264070034027,0.32424336671829224,0.9578677839851024,0.9404,0.9404
27,27,dsgd,1e-05,32,0.014221251010894775,0.31873416900634766,0.9741620111731844,0.9414,1.0458958148956299,0.31873416900634766,0.9770094872242594,0.9414,0.21499556303024292,0.31873416900634766,0.9603701117318436,0.9414,0.9414
28,28,dsgd,1e-05,32,0.012340962886810303,0.31374791264533997,0.9752676908752328,0.9417,1.0277868509292603,0.31374791264533997,0.9785227867993714,0.9417,0.20047543942928314,0.31374791264533997,0.9626978584729982,0.9417,0.9417
29,29,dsgd,1e-05,32,0.010619312524795532,0.3094440996646881,0.9767807262569832,0.9424,1.0059921741485596,0.3094440996646881,0.9795122519061754,0.9424,0.18439151346683502,0.3094440996646881,0.9644436685288641,0.9424,0.9424
30,30,dsgd,1e-05,32,0.009455777704715729,0.3051111400127411,0.9779445996275605,0.9428,0.9831566214561462,0.3051111400127411,0.9812001629707234,0.9428,0.17217601835727692,0.3051111400127411,0.9666550279329609,0.9428,0.9428
31,31,dsgd,1e-05,32,0.008986301720142365,0.30092108249664307,0.9795158286778398,0.9438,0.9611738324165344,0.30092108249664307,0.9828880740352716,0.9438,0.16121025383472443,0.30092108249664307,0.96875,0.9438,0.9438
32,32,dsgd,1e-05,32,0.008141420781612396,0.29742705821990967,0.9810288640595903,0.9447,0.9410834908485413,0.29742705821990967,0.9841103544613236,0.9447,0.14856113493442535,0.29742705821990967,0.9702048417132216,0.9447,0.9447
33,33,dsgd,1e-05,32,0.0072189271450042725,0.29411402344703674,0.982483705772812,0.9453,0.9186074733734131,0.29411402344703674,0.9848670042488796,0.9453,0.1403641551733017,0.29411402344703674,0.9720088454376163,0.9453,0.9453
34,34,dsgd,1e-05,32,0.00688452273607254,0.2906893193721771,0.9834148044692738,0.946,0.8911464810371399,0.2906893193721771,0.9860892846749316,0.946,0.12534520030021667,0.2906893193721771,0.9742783985102421,0.946,0.946
35,35,dsgd,1e-05,32,0.0063602253794670105,0.2877117693424225,0.9842877094972067,0.9474,0.8658587336540222,0.2877117693424225,0.9870787497817356,0.9474,0.11356307566165924,0.2877117693424225,0.9758496275605214,0.9474,0.9474
36,36,dsgd,1e-05,32,0.0060511305928230286,0.2844346761703491,0.9853933891992551,0.9477,0.8485928773880005,0.2844346761703491,0.9880100110587277,0.9477,0.10088999569416046,0.2844346761703491,0.9776536312849162,0.9477,0.9477
37,37,dsgd,1e-05,32,0.00556521862745285,0.2818557918071747,0.9860335195530726,0.948,0.8246282935142517,0.2818557918071747,0.9891158838251557,0.948,0.08779826760292053,0.2818557918071747,0.9791084729981379,0.948,0.948
38,38,dsgd,1e-05,32,0.005304016172885895,0.2789785861968994,0.9870228119180633,0.9488,0.8014383912086487,0.2789785861968994,0.9900471451021478,0.9488,0.07983861863613129,0.2789785861968994,0.9805633147113594,0.9488,0.9488
39,39,dsgd,1e-05,32,0.005104534327983856,0.2764662504196167,0.988012104283054,0.9491,0.7746936678886414,0.2764662504196167,0.9903963680810197,0.9491,0.06738552451133728,0.2764662504196167,0.9817271880819367,0.9491,0.9491
40,40,dsgd,1e-05,32,0.004895620048046112,0.27422231435775757,0.9886522346368715,0.9491,0.7500758767127991,0.27422231435775757,0.9912112216983877,0.9491,0.05744992196559906,0.27422231435775757,0.9829492551210428,0.9491,0.9491
41,41,dsgd,1e-05,32,0.004683271050453186,0.2720792293548584,0.9899906890130353,0.9495,0.7242240309715271,0.2720792293548584,0.9919678714859438,0.9495,0.05051909387111664,0.2720792293548584,0.9841131284916201,0.9495,0.9495
42,42,dsgd,1e-05,32,0.004229448735713959,0.26992088556289673,0.9909217877094972,0.9501,0.7096493244171143,0.26992088556289673,0.9924335021244398,0.9501,0.04525163769721985,0.26992088556289673,0.984986033519553,0.9501,0.9501
43,43,dsgd,1e-05,32,0.00427582859992981,0.267849326133728,0.9915037243947858,0.9504,0.6834011077880859,0.267849326133728,0.9931901519119958,0.9504,0.03978505730628967,0.267849326133728,0.986266294227188,0.9504,0.9504
44,44,dsgd,1e-05,32,0.004164144396781921,0.2661114037036896,0.9919692737430168,0.9509,0.6610850691795349,0.2661114037036896,0.9938885978697398,0.9509,0.035477638244628906,0.2661114037036896,0.9870810055865922,0.9509,0.9509
45,45,dsgd,1e-05,32,0.004273727536201477,0.2646362781524658,0.9924348230912476,0.9513,0.6340572834014893,0.2646362781524658,0.9945870438274839,0.9513,0.03359098732471466,0.2646362781524658,0.9880702979515829,0.9513,0.9513
46,46,dsgd,1e-05,32,0.004001207649707794,0.26320838928222656,0.992725791433892,0.9508,0.6119604706764221,0.26320838928222656,0.9950526744659799,0.9508,0.028815418481826782,0.26320838928222656,0.9892341713221602,0.9508,0.9508
47,47,dsgd,1e-05,32,0.004316084086894989,0.2612564265727997,0.9934823091247672,0.952,0.5902255773544312,0.2612564265727997,0.9954018974448519,0.952,0.028996333479881287,0.2612564265727997,0.989699720670391,0.952,0.952
