epoch,mode,lr,batch_size,k,kf,model,dataset,rank,numiterations,"effective_rank_site_0_Linear(in_features=128, out_features=128, bias=False)12","effective_rank_site_0_Linear(in_features=128, out_features=128, bias=False)13","effective_rank_site_0_Linear(in_features=128, out_features=128, bias=False)26","effective_rank_site_0_Linear(in_features=512, out_features=128, bias=False)30","effective_rank_site_0_Linear(in_features=128, out_features=512, bias=False)32","effective_rank_site_0_Linear(in_features=128, out_features=128, bias=False)36","effective_rank_site_1_Linear(in_features=128, out_features=128, bias=False)12","effective_rank_site_1_Linear(in_features=128, out_features=128, bias=False)13","effective_rank_site_1_Linear(in_features=128, out_features=128, bias=False)26","effective_rank_site_1_Linear(in_features=512, out_features=128, bias=False)30","effective_rank_site_1_Linear(in_features=128, out_features=512, bias=False)32","effective_rank_site_1_Linear(in_features=128, out_features=128, bias=False)36","effective_rank_site_agg_Linear(in_features=128, out_features=128, bias=False)12","effective_rank_site_agg_Linear(in_features=128, out_features=128, bias=False)13","effective_rank_site_agg_Linear(in_features=128, out_features=128, bias=False)26","effective_rank_site_agg_Linear(in_features=512, out_features=128, bias=False)30","effective_rank_site_agg_Linear(in_features=128, out_features=512, bias=False)32","effective_rank_site_agg_Linear(in_features=128, out_features=128, bias=False)36",train_loss_site_0,test_loss_site_0,train_acc_site_0,test_acc_site_0,val_acc_site_0,train_loss_site_1,test_loss_site_1,train_acc_site_1,test_acc_site_1,val_acc_site_1,test_acc_avg,test_loss_avg,test_acc_ensemble,test_loss_ensemble,val_acc_avg,val_loss_avg,val_acc_ensemble,val_loss_ensemble
0,rankdad,0.0001,32,1,5,transformer,imdb,8,10,5.996805111821086,6.0,5.993610223642173,6.0,6.0,6.0,5.9904153354632586,5.977635782747604,5.980830670926518,6.0,6.0,6.0,11.987220447284345,11.977635782747603,11.97444089456869,12.0,12.0,12.0,0.7289420962333679,612.863037109375,0.5837,0.50096,0.0,0.6890634894371033,550.625,0.5885,0.5226,0.0,0.51096,0.6793727874755859,0.51008,0.6894438564777374,0.0,0.0,0.0,0
