epoch,mode,lr,batch_size,k,kf,model,dataset,rank,numiterations,"effective_rank_site_0_Linear(in_features=128, out_features=128, bias=False)12","effective_rank_site_0_Linear(in_features=128, out_features=128, bias=False)13","effective_rank_site_0_Linear(in_features=128, out_features=128, bias=False)26","effective_rank_site_0_Linear(in_features=512, out_features=128, bias=False)30","effective_rank_site_0_Linear(in_features=128, out_features=512, bias=False)32","effective_rank_site_0_Linear(in_features=128, out_features=128, bias=False)36","effective_rank_site_1_Linear(in_features=128, out_features=128, bias=False)12","effective_rank_site_1_Linear(in_features=128, out_features=128, bias=False)13","effective_rank_site_1_Linear(in_features=128, out_features=128, bias=False)26","effective_rank_site_1_Linear(in_features=512, out_features=128, bias=False)30","effective_rank_site_1_Linear(in_features=128, out_features=512, bias=False)32","effective_rank_site_1_Linear(in_features=128, out_features=128, bias=False)36","effective_rank_site_agg_Linear(in_features=128, out_features=128, bias=False)12","effective_rank_site_agg_Linear(in_features=128, out_features=128, bias=False)13","effective_rank_site_agg_Linear(in_features=128, out_features=128, bias=False)26","effective_rank_site_agg_Linear(in_features=512, out_features=128, bias=False)30","effective_rank_site_agg_Linear(in_features=128, out_features=512, bias=False)32","effective_rank_site_agg_Linear(in_features=128, out_features=128, bias=False)36",train_loss_site_0,test_loss_site_0,train_acc_site_0,test_acc_site_0,val_acc_site_0,train_loss_site_1,test_loss_site_1,train_acc_site_1,test_acc_site_1,val_acc_site_1,test_acc_avg,test_loss_avg,test_acc_ensemble,test_loss_ensemble,val_acc_avg,val_loss_avg,val_acc_ensemble,val_loss_ensemble
0,rankdad,0.0001,32,3,5,transformer,imdb,8,10,6.0,5.984025559105431,5.97444089456869,6.0,6.0,6.0,5.97444089456869,6.0,6.0,6.0,6.0,6.0,11.97444089456869,11.984025559105431,11.97444089456869,12.0,12.0,12.0,0.589199423789978,556.0778198242188,0.6073,0.51508,0.0,0.8713375329971313,674.986572265625,0.6212,0.5,0.0,0.5002,0.7443785071372986,0.5002,0.7609272003173828,0.0,0.0,0.0,0
