epoch,mode,lr,batch_size,k,kf,model,dataset,train_loss_site_0,test_loss_site_0,train_acc_site_0,test_acc_site_0,val_acc_site_0,test_acc_avg,test_loss_avg,test_acc_ensemble,test_loss_ensemble,val_acc_avg,val_loss_avg,val_acc_ensemble,val_loss_ensemble
51,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.12144538760185242,4.724043846130371,0.9745145631067961,0.9668030923146885,0.0,0.9668030923146885,0.05179871618747711,0.9668030923146885,0.05179871618747711,0.0,0.0,0.0,0
52,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.11827530711889267,4.6387176513671875,0.975121359223301,0.9668030923146885,0.0,0.9668030923146885,0.04968222230672836,0.9668030923146885,0.04968222230672836,0.0,0.0,0.0,0
53,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.11522450298070908,4.5567522048950195,0.9763349514563107,0.9668030923146885,0.0,0.9668030923146885,0.047698020935058594,0.9668030923146885,0.047698020935058594,0.0,0.0,0.0,0
54,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.11229998618364334,4.478006362915039,0.9766383495145631,0.9672578444747613,0.0,0.9672578444747613,0.045807402580976486,0.9672578444747613,0.045807402580976486,0.0,0.0,0.0,0
55,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.10949239134788513,4.402144908905029,0.9775485436893204,0.9672578444747613,0.0,0.9672578444747613,0.04402222856879234,0.9672578444747613,0.04402222856879234,0.0,0.0,0.0,0
56,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.10677941888570786,4.329427719116211,0.9783070388349514,0.9672578444747613,0.0,0.9672578444747613,0.042334266006946564,0.9672578444747613,0.042334266006946564,0.0,0.0,0.0,0
57,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.10417202115058899,4.259379863739014,0.9789138349514563,0.967712596634834,0.0,0.967712596634834,0.04075467213988304,0.967712596634834,0.04075467213988304,0.0,0.0,0.0,0
58,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.10165245085954666,4.191987991333008,0.9798240291262136,0.9681673487949067,0.0,0.9681673487949067,0.03923030570149422,0.9681673487949067,0.03923030570149422,0.0,0.0,0.0,0
59,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.09922319650650024,4.127076625823975,0.980127427184466,0.9686221009549796,0.0,0.9686221009549796,0.03779873624444008,0.9686221009549796,0.03779873624444008,0.0,0.0,0.0,0
60,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.09688544273376465,4.064487934112549,0.9811893203883495,0.9690768531150523,0.0,0.9690768531150523,0.03642890602350235,0.9690768531150523,0.03642890602350235,0.0,0.0,0.0,0
61,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.09460332989692688,4.004022598266602,0.9819478155339806,0.9690768531150523,0.0,0.9690768531150523,0.03511799871921539,0.9690768531150523,0.03511799871921539,0.0,0.0,0.0,0
62,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.09239274263381958,3.945661783218384,0.9827063106796117,0.9699863574351978,0.0,0.9699863574351978,0.03384312242269516,0.9699863574351978,0.03384312242269516,0.0,0.0,0.0,0
63,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.09024044871330261,3.8894121646881104,0.9834648058252428,0.9704411095952705,0.0,0.9704411095952705,0.03262127935886383,0.9704411095952705,0.03262127935886383,0.0,0.0,0.0,0
64,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.08816021680831909,3.835191011428833,0.9842233009708737,0.9704411095952705,0.0,0.9704411095952705,0.03145626187324524,0.9704411095952705,0.03145626187324524,0.0,0.0,0.0,0
65,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.08615393936634064,3.7826900482177734,0.984375,0.9713506139154161,0.0,0.9713506139154161,0.030343636870384216,0.9713506139154161,0.030343636870384216,0.0,0.0,0.0,0
66,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.08422218263149261,3.732210159301758,0.9849817961165048,0.9713506139154161,0.0,0.9713506139154161,0.029279563575983047,0.9713506139154161,0.029279563575983047,0.0,0.0,0.0,0
67,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.08233907073736191,3.6830556392669678,0.9854368932038835,0.9713506139154161,0.0,0.9713506139154161,0.028272774070501328,0.9713506139154161,0.028272774070501328,0.0,0.0,0.0,0
68,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.08050771802663803,3.635615825653076,0.9857402912621359,0.9713506139154161,0.0,0.9713506139154161,0.027291173115372658,0.9713506139154161,0.027291173115372658,0.0,0.0,0.0,0
69,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.07873030751943588,3.589740514755249,0.9858919902912622,0.9722601182355616,0.0,0.9722601182355616,0.026350436732172966,0.9722601182355616,0.026350436732172966,0.0,0.0,0.0,0
70,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.07700584083795547,3.545307159423828,0.9863470873786407,0.9727148703956344,0.0,0.9727148703956344,0.02545887418091297,0.9727148703956344,0.02545887418091297,0.0,0.0,0.0,0
71,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.07532308995723724,3.5021955966949463,0.9869538834951457,0.9727148703956344,0.0,0.9727148703956344,0.024613110348582268,0.9727148703956344,0.024613110348582268,0.0,0.0,0.0,0
72,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.07369343936443329,3.4605135917663574,0.9877123786407767,0.9731696225557072,0.0,0.9731696225557072,0.023794546723365784,0.9731696225557072,0.023794546723365784,0.0,0.0,0.0,0
73,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.07209703326225281,3.4203195571899414,0.9881674757281553,0.9731696225557072,0.0,0.9731696225557072,0.023013612255454063,0.9731696225557072,0.023013612255454063,0.0,0.0,0.0,0
74,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.07056047767400742,3.3813343048095703,0.988622572815534,0.9736243747157799,0.0,0.9736243747157799,0.022264542058110237,0.9736243747157799,0.022264542058110237,0.0,0.0,0.0,0
75,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.06906598806381226,3.343535900115967,0.9893810679611651,0.9745338790359254,0.0,0.9745338790359254,0.021559113636612892,0.9745338790359254,0.021559113636612892,0.0,0.0,0.0,0
76,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.06761804968118668,3.3072192668914795,0.9895327669902912,0.9749886311959982,0.0,0.9749886311959982,0.020870955660939217,0.9749886311959982,0.020870955660939217,0.0,0.0,0.0,0
77,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.06620566546916962,3.2717244625091553,0.9898361650485437,0.9749886311959982,0.0,0.9749886311959982,0.020211094990372658,0.9749886311959982,0.020211094990372658,0.0,0.0,0.0,0
78,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.06484264135360718,3.2372496128082275,0.9899878640776699,0.975443383356071,0.0,0.975443383356071,0.019581463187932968,0.975443383356071,0.019581463187932968,0.0,0.0,0.0,0
79,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.0635068267583847,3.203794002532959,0.9902912621359223,0.975443383356071,0.0,0.975443383356071,0.018976647406816483,0.975443383356071,0.018976647406816483,0.0,0.0,0.0,0
80,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.06221260130405426,3.1713690757751465,0.9905946601941747,0.975443383356071,0.0,0.975443383356071,0.018386468291282654,0.975443383356071,0.018386468291282654,0.0,0.0,0.0,0
81,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.06094972789287567,3.1396801471710205,0.9912014563106796,0.975443383356071,0.0,0.975443383356071,0.01782802864909172,0.975443383356071,0.01782802864909172,0.0,0.0,0.0,0
82,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.05971573665738106,3.1090426445007324,0.9918082524271845,0.975443383356071,0.0,0.975443383356071,0.017289577051997185,0.975443383356071,0.017289577051997185,0.0,0.0,0.0,0
83,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.058514803647994995,3.0792529582977295,0.9918082524271845,0.975443383356071,0.0,0.975443383356071,0.016776064410805702,0.975443383356071,0.016776064410805702,0.0,0.0,0.0,0
84,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.05734406039118767,3.0502171516418457,0.9921116504854369,0.9758981355161437,0.0,0.9758981355161437,0.016280194744467735,0.9758981355161437,0.016280194744467735,0.0,0.0,0.0,0
85,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.05620741471648216,3.022094249725342,0.9924150485436893,0.9758981355161437,0.0,0.9758981355161437,0.015787994489073753,0.9758981355161437,0.015787994489073753,0.0,0.0,0.0,0
86,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.05509566515684128,2.994546413421631,0.9927184466019418,0.9758981355161437,0.0,0.9758981355161437,0.015325027517974377,0.9758981355161437,0.015325027517974377,0.0,0.0,0.0,0
87,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.05399758741259575,2.9676430225372314,0.9927184466019418,0.9758981355161437,0.0,0.9758981355161437,0.01487897802144289,0.9758981355161437,0.01487897802144289,0.0,0.0,0.0,0
88,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.05292392894625664,2.941206455230713,0.9927184466019418,0.9763528876762164,0.0,0.9763528876762164,0.01443920936435461,0.9763528876762164,0.01443920936435461,0.0,0.0,0.0,0
89,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.05188529193401337,2.9156131744384766,0.9927184466019418,0.9763528876762164,0.0,0.9763528876762164,0.014017768204212189,0.9763528876762164,0.014017768204212189,0.0,0.0,0.0,0
90,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.050860077142715454,2.8906259536743164,0.9931735436893204,0.9763528876762164,0.0,0.9763528876762164,0.013614840805530548,0.9763528876762164,0.013614840805530548,0.0,0.0,0.0,0
91,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.049854177981615067,2.866243600845337,0.993628640776699,0.9763528876762164,0.0,0.9763528876762164,0.01322182361036539,0.9763528876762164,0.01322182361036539,0.0,0.0,0.0,0
92,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.048878349363803864,2.842806816101074,0.9937803398058253,0.9763528876762164,0.0,0.9763528876762164,0.012847009114921093,0.9763528876762164,0.012847009114921093,0.0,0.0,0.0,0
93,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.04790791869163513,2.819822311401367,0.9939320388349514,0.9763528876762164,0.0,0.9763528876762164,0.012488240376114845,0.9763528876762164,0.012488240376114845,0.0,0.0,0.0,0
94,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.0469670332968235,2.7975244522094727,0.9939320388349514,0.9763528876762164,0.0,0.9763528876762164,0.012137413024902344,0.9763528876762164,0.012137413024902344,0.0,0.0,0.0,0
95,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.04604532942175865,2.775547742843628,0.9942354368932039,0.9768076398362893,0.0,0.9768076398362893,0.011801471002399921,0.9768076398362893,0.011801471002399921,0.0,0.0,0.0,0
96,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.045149799436330795,2.754145860671997,0.9943871359223301,0.9768076398362893,0.0,0.9768076398362893,0.011476019397377968,0.9768076398362893,0.011476019397377968,0.0,0.0,0.0,0
97,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.04426943510770798,2.7330503463745117,0.9945388349514563,0.9768076398362893,0.0,0.9768076398362893,0.011163338087499142,0.9768076398362893,0.011163338087499142,0.0,0.0,0.0,0
98,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.04340781271457672,2.712604522705078,0.9949939320388349,0.977262391996362,0.0,0.977262391996362,0.01086583361029625,0.977262391996362,0.01086583361029625,0.0,0.0,0.0,0
99,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.0425674170255661,2.692434310913086,0.9949939320388349,0.9777171441564347,0.0,0.9777171441564347,0.010576890781521797,0.9777171441564347,0.010576890781521797,0.0,0.0,0.0,0
100,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.04174792766571045,2.6729819774627686,0.9951456310679612,0.9777171441564347,0.0,0.9777171441564347,0.01028637308627367,0.9777171441564347,0.01028637308627367,0.0,0.0,0.0,0
101,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.04094298928976059,2.6537222862243652,0.9951456310679612,0.9777171441564347,0.0,0.9777171441564347,0.01000854279845953,0.9777171441564347,0.01000854279845953,0.0,0.0,0.0,0
102,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.04015056788921356,2.6347978115081787,0.9951456310679612,0.9777171441564347,0.0,0.9777171441564347,0.00973979290574789,0.9777171441564347,0.00973979290574789,0.0,0.0,0.0,0
103,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.03937971591949463,2.616240978240967,0.9951456310679612,0.9777171441564347,0.0,0.9777171441564347,0.009482694789767265,0.9777171441564347,0.009482694789767265,0.0,0.0,0.0,0
104,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.03862697631120682,2.598353624343872,0.9951456310679612,0.9777171441564347,0.0,0.9777171441564347,0.009232645854353905,0.9777171441564347,0.009232645854353905,0.0,0.0,0.0,0
105,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.03789179027080536,2.580559492111206,0.9951456310679612,0.9777171441564347,0.0,0.9777171441564347,0.008995844051241875,0.9777171441564347,0.008995844051241875,0.0,0.0,0.0,0
106,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.03716904670000076,2.563169002532959,0.9952973300970874,0.9777171441564347,0.0,0.9777171441564347,0.008762234821915627,0.9777171441564347,0.008762234821915627,0.0,0.0,0.0,0
107,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.03646654635667801,2.5463452339172363,0.9954490291262136,0.9777171441564347,0.0,0.9777171441564347,0.00853843241930008,0.9777171441564347,0.00853843241930008,0.0,0.0,0.0,0
108,pooled,1e-06,64,-1,10,gru,tapnet-SpokenArabicDigits,0.03577541559934616,2.529742479324341,0.9959041262135923,0.9777171441564347,0.0,0.9777171441564347,0.008319875225424767,0.9777171441564347,0.008319875225424767,0.0,0.0,0.0,0
