epoch,mode,lr,batch_size,k,kf,model,dataset,train_loss_site_0,test_loss_site_0,train_acc_site_0,test_acc_site_0,val_acc_site_0,train_loss_site_1,test_loss_site_1,train_acc_site_1,test_acc_site_1,val_acc_site_1,test_acc_avg,test_loss_avg,test_acc_ensemble,test_loss_ensemble,val_acc_avg,val_loss_avg,val_acc_ensemble,val_loss_ensemble
0,dsgd,1e-06,32,-1,10,gru,tapnet-SpokenArabicDigits,2.0329549312591553,139.9307098388672,0.2648665048543689,0.43974533879035926,0.0,2.0323874950408936,139.9307098388672,0.2712378640776699,0.43974533879035926,0.0,0.43974533879035926,1.6901127099990845,0.43974533879035926,1.6901127099990845,0.0,0.0,0.0,0
1,dsgd,1e-06,32,-1,10,gru,tapnet-SpokenArabicDigits,1.8270355463027954,125.55216979980469,0.5106189320388349,0.6407457935425194,0.0,1.8269150257110596,125.55216979980469,0.5263956310679612,0.6407457935425194,0.0,0.6407457935425194,1.5696079730987549,0.6407457935425194,1.5696079730987549,0.0,0.0,0.0,0
2,dsgd,1e-06,32,-1,10,gru,tapnet-SpokenArabicDigits,1.6394121646881104,112.39964294433594,0.6705097087378641,0.7489768076398363,0.0,1.6404030323028564,112.39964294433594,0.6774878640776699,0.7489768076398363,0.0,0.7489768076398363,1.4366365671157837,0.7489768076398363,1.4366365671157837,0.0,0.0,0.0,0
3,dsgd,1e-06,32,-1,10,gru,tapnet-SpokenArabicDigits,1.4684299230575562,100.38036346435547,0.7509101941747572,0.804456571168713,0.0,1.4696412086486816,100.38036346435547,0.7539441747572816,0.804456571168713,0.0,0.804456571168713,1.296380639076233,0.804456571168713,1.296380639076233,0.0,0.0,0.0,0
4,dsgd,1e-06,32,-1,10,gru,tapnet-SpokenArabicDigits,1.3135992288589478,89.53276062011719,0.7955097087378641,0.8440200090950432,0.0,1.3154933452606201,89.53276062011719,0.7955097087378641,0.8440200090950432,0.0,0.8440200090950432,1.1585549116134644,0.8440200090950432,1.1585549116134644,0.0,0.0,0.0,0
5,dsgd,1e-06,32,-1,10,gru,tapnet-SpokenArabicDigits,1.1757426261901855,79.86470794677734,0.8176577669902912,0.8635743519781719,0.0,1.1787705421447754,79.86470794677734,0.8249393203883495,0.8635743519781719,0.0,0.8635743519781719,1.0274771451950073,0.8635743519781719,1.0274771451950073,0.0,0.0,0.0,0
6,dsgd,1e-06,32,-1,10,gru,tapnet-SpokenArabicDigits,1.0538558959960938,71.35326385498047,0.8340412621359223,0.8826739427012278,0.0,1.0591198205947876,71.35326385498047,0.8483009708737864,0.8826739427012278,0.0,0.8826739427012278,0.9059285521507263,0.8826739427012278,0.9059285521507263,0.0,0.0,0.0,0
7,dsgd,1e-06,32,-1,10,gru,tapnet-SpokenArabicDigits,0.9468547105789185,63.927772521972656,0.850121359223301,0.8949522510231923,0.0,0.9549059867858887,63.927772521972656,0.8604368932038835,0.8949522510231923,0.0,0.8949522510231923,0.7973675727844238,0.8949522510231923,0.7973675727844238,0.0,0.0,0.0,0
8,dsgd,1e-06,32,-1,10,gru,tapnet-SpokenArabicDigits,0.8540573716163635,57.50033187866211,0.8655946601941747,0.9022282855843565,0.0,0.8636120557785034,57.50033187866211,0.8722694174757282,0.9022282855843565,0.0,0.9022282855843565,0.700883686542511,0.9022282855843565,0.700883686542511,0.0,0.0,0.0,0
9,dsgd,1e-06,32,-1,10,gru,tapnet-SpokenArabicDigits,0.7750057578086853,51.967472076416016,0.8768203883495146,0.9095043201455207,0.0,0.7845674157142639,51.967472076416016,0.8825849514563107,0.9095043201455207,0.0,0.9095043201455207,0.6183464527130127,0.9095043201455207,0.6183464527130127,0.0,0.0,0.0,0
