epoch,mode,lr,batch_size,k,kf,model,dataset,train_loss_site_0,test_loss_site_0,train_acc_site_0,test_acc_site_0,val_acc_site_0,train_loss_site_1,test_loss_site_1,train_acc_site_1,test_acc_site_1,val_acc_site_1,test_acc_avg,test_loss_avg,test_acc_ensemble,test_loss_ensemble,val_acc_avg,val_loss_avg,val_acc_ensemble,val_loss_ensemble
0,tedad,1e-06,32,-1,10,gru,tapnet-SpokenArabicDigits,2.873406410217285,160.77056884765625,0.009101941747572815,0.110050022737608,0.0,2.2562127113342285,160.87635803222656,0.17324029126213591,0.14415643474306503,0.0,0.13005911778080945,2.269787549972534,0.15734424738517508,2.2711676359176636,0.0,0.0,0.0,0
1,tedad,1e-06,32,-1,10,gru,tapnet-SpokenArabicDigits,2.592979907989502,154.9913787841797,0.07069174757281553,0.17735334242837653,0.0,2.124138832092285,155.12982177734375,0.2682038834951456,0.18599363346975897,0.0,0.19054115507048658,2.1998724937438965,0.22419281491587084,2.2051541805267334,0.0,0.0,0.0,0
2,tedad,1e-06,32,-1,10,gru,tapnet-SpokenArabicDigits,2.3378853797912598,149.74720764160156,0.2421116504854369,0.27512505684402,0.0,1.996537208557129,149.80213928222656,0.3586165048543689,0.22828558435652568,0.0,0.24238290131878126,2.131425619125366,0.2878581173260573,2.143624782562256,0.0,0.0,0.0,0
3,tedad,1e-06,32,-1,10,gru,tapnet-SpokenArabicDigits,2.103182077407837,144.9893798828125,0.48058252427184467,0.373806275579809,0.0,1.8720213174819946,144.88739013671875,0.4554004854368932,0.29058663028649384,0.0,0.3037744429286039,2.063814401626587,0.3824465666211915,2.085496485233307,0.0,0.0,0.0,0
4,tedad,1e-06,32,-1,10,gru,tapnet-SpokenArabicDigits,1.887799620628357,140.69570922851562,0.6829490291262136,0.4552069122328331,0.0,1.7497632503509521,140.3829803466797,0.5515776699029126,0.3419736243747158,0.0,0.3969986357435198,1.996142029762268,0.48794906775807184,2.030310034751892,0.0,0.0,0.0,0
5,tedad,1e-06,32,-1,10,gru,tapnet-SpokenArabicDigits,1.6909600496292114,136.84295654296875,0.8030946601941747,0.4961346066393815,0.0,1.6301759481430054,136.295166015625,0.647754854368932,0.38335607094133695,0.0,0.5043201455206913,1.928339958190918,0.590268303774443,1.9782195091247559,0.0,0.0,0.0,0
6,tedad,1e-06,32,-1,10,gru,tapnet-SpokenArabicDigits,1.5127900838851929,133.4204864501953,0.8586165048543689,0.5034106412005457,0.0,1.5133124589920044,132.6236572265625,0.7239077669902912,0.41791723510686674,0.0,0.5948158253751705,1.860356092453003,0.6766712141882674,1.9292775392532349,0.0,0.0,0.0,0
7,tedad,1e-06,32,-1,10,gru,tapnet-SpokenArabicDigits,1.3532296419143677,130.42637634277344,0.8907766990291263,0.5056844020009095,0.0,1.3998572826385498,129.37109375,0.7909587378640777,0.43519781718963163,0.0,0.6616643929058663,1.7925827503204346,0.7298772169167803,1.8847370743751526,0.0,0.0,0.0,0
8,tedad,1e-06,32,-1,10,gru,tapnet-SpokenArabicDigits,1.2114955186843872,127.85552215576172,0.9111043689320388,0.5011368804001819,0.0,1.2910096645355225,126.52716827392578,0.8325242718446602,0.4461118690313779,0.0,0.7203274215552524,1.7262773513793945,0.7598908594815825,1.8452715873718262,0.0,0.0,0.0,0
9,tedad,1e-06,32,-1,10,gru,tapnet-SpokenArabicDigits,1.08546781539917,125.69673156738281,0.9262742718446602,0.49749886311959984,0.0,1.1876801252365112,124.08401489257812,0.8552791262135923,0.45384265575261484,0.0,0.7580718508412915,1.6611862182617188,0.7853569804456572,1.8105212450027466,0.0,0.0,0.0,0
